epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,6,,0.40950000286102295,0.5195155739784241,0.5008453130722046,0.003375527448952198,0.026292743161320686,0.5
0,6,0.17466142773628235,,,,,,
1,13,,0.4104999899864197,0.5039767026901245,0.5,0.048426151275634766,-0.019261738285422325,0.3499999940395355
1,13,0.17518861591815948,,,,,,
2,20,,0.4154999852180481,0.4995556175708771,0.5,0.08743169158697128,-0.009268568828701973,0.3499999940395355
2,20,0.1753799021244049,,,,,,
