epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,1,,0.4609375,0.411865234375,0.5,0.4000000059604645,-0.07978836447000504,0.3499999940395355
0,1,0.203853577375412,,,,,,
