epoch,step,train_base_loss,train_deg_penalty,train_loss,train_pred_pos_rate,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr,val_pos_out_of_band,val_pred_pos_rate
0,6,,,,,0.5210000276565552,0.5314533114433289,0.5208756327629089,0.5629562139511108,0.04104781150817871,0.5,0.0,0.5044999718666077
0,6,0.4261564612388611,0.0,0.4261564612388611,0.5093931555747986,,,,,,,,
1,13,,,,,0.40849998593330383,0.5398039817810059,0.5,0.0,0.0,0.5,1.0,0.0
1,13,0.3637041449546814,0.0,0.3637041449546814,0.49462270736694336,,,,,,,,
2,20,,,,,0.40849998593330383,0.5388655662536621,0.5,0.0,0.0,0.5,1.0,0.0
2,20,0.34841445088386536,0.0,0.34841445088386536,0.48945316672325134,,,,,,,,
