symbol,expiration,strike,right,dte,cp_sign,timestamp_quote,bid_size,bid_quote,ask_size,ask_quote,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,timestamp,open,high,low,close,volume,count,timestamp_trade,price,batch_id,ts,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
IWM,2026-03-26,246.0,CALL,0,1,2026-03-26T11:16:33.14,18,4.0,64,4.09,0.9347,-0.8803,0.7385,57.8197,0.0479,-0.4179,176.6558,0.457,2026-03-26T11:16:33.155,2026-03-26T11:07:56.183,3.37,5.46,3.37,4.05,87.0,32.0,2026-03-26T11:07:56.183,4.05,177,2026-03-26 11:16:18 EDT,249.96,0.984157465194431,-1.5842534805568922,250.0,4.045,0.08999999999999986,2.2249690976514183,612,732752.7408,45196.200000000004,53874.36,57203.64,-0.0078,0.04,0.0
IWM,2026-03-26,246.0,PUT,0,-1,2026-03-26T11:16:33.141,44,0.09,1255,0.1,-0.0726,-0.9651,0.802,-202.8632,0.0501,-0.4207,184.691,0.4746,2026-03-26T11:16:33.155,2026-03-26T11:16:32.582,0.41,0.45,0.06,0.09,25311.0,2747.0,2026-03-26T11:16:32.582,0.09,177,2026-03-26 11:16:18 EDT,249.96,0.984157465194431,-1.5842534805568922,250.0,0.095,0.010000000000000009,10.526315789473694,4198,-5257153.7208,-336679.60000000003,405148.98,-30477.479999999996,0.0039,0.0,0.0
IWM,2026-03-26,247.0,CALL,0,1,2026-03-26T11:16:33.114,17,3.09,20,3.16,0.8778,-1.346,1.176,70.3055,0.0787,-0.5272,216.0228,0.4433,2026-03-26T11:16:33.155,2026-03-26T11:08:40.306,2.8,4.8,2.58,3.14,69.0,46.0,2026-03-26T11:08:40.306,3.14,177,2026-03-26 11:16:18 EDT,249.96,0.9881581052968474,-1.1841894703152536,250.0,3.125,0.07000000000000028,2.240000000000009,681,1339653.1212000002,80085.6,91662.6,59778.18,-0.0098,0.035,0.01
IWM,2026-03-26,247.0,PUT,0,-1,2026-03-26T11:16:33.131,262,0.17,467,0.18,-0.1283,-1.4035,1.2169,-188.6059,0.0793,-0.5177,217.7165,0.455,2026-03-26T11:16:33.155,2026-03-26T11:16:22.834,0.68,0.69,0.11,0.17,26160.0,3153.0,2026-03-26T11:16:22.834,0.17,177,2026-03-26 11:16:18 EDT,249.96,0.9881581052968474,-1.1841894703152536,250.0,0.175,0.009999999999999981,5.714285714285704,6228,-12345034.4784,-757885.3200000001,874099.7999999999,-79905.24,0.0058,0.0,0.0
IWM,2026-03-26,248.0,CALL,0,1,2026-03-26T11:16:33.15,37,2.26,35,2.31,0.7833,-1.9083,1.7035,85.8833,0.1158,-0.5199,209.4029,0.4365,2026-03-26T11:16:33.155,2026-03-26T11:16:03.613,1.99,4.0,1.87,2.27,972.0,223.0,2026-03-26T11:16:03.613,2.27,177,2026-03-26 11:16:18 EDT,249.96,0.9921587453992639,-0.7841254600736149,250.0,2.285,0.050000000000000266,2.1881838074398363,530,1534104.5040000002,90285.5,101139.9,41514.9,-0.0049,0.035,0.01
IWM,2026-03-26,248.0,PUT,0,-1,2026-03-26T11:16:33.142,201,0.32,193,0.33,-0.2181,-1.9038,1.7104,-170.3828,0.1155,-0.5151,208.8274,0.4394,2026-03-26T11:16:33.155,2026-03-26T11:16:22.419,1.02,1.05,0.17,0.32,27951.0,4818.0,2026-03-26T11:16:22.419,0.32,177,2026-03-26 11:16:18 EDT,249.96,0.9921587453992639,-0.7841254600736149,250.0,0.325,0.010000000000000009,3.0769230769230793,4437,-12809787.606000002,-758904.48,844716.0599999999,-96770.97,0.001,-0.01,0.0
IWM,2026-03-26,249.0,CALL,0,1,2026-03-26T11:16:33.156,9,1.54,3,1.55,0.6539,-2.3317,2.141,106.0892,0.1492,-0.3345,130.7171,0.4257,2026-03-26T11:16:33.155,2026-03-26T11:11:23.533,1.33,3.1,1.18,1.6,3132.0,683.0,2026-03-26T11:11:23.533,1.6,177,2026-03-26 11:16:18 EDT,249.96,0.9961593855016803,-0.3840614498319763,250.0,1.545,0.010000000000000009,0.647249190938512,1035,3859932.312,221593.5,241330.95000000004,67678.65000000001,-0.0049,0.025,-0.01
IWM,2026-03-26,249.0,PUT,0,-1,2026-03-26T11:16:33.155,22,0.58,172,0.59,-0.3466,-2.3191,2.1425,-149.3581,0.1486,-0.3317,130.1959,0.4277,2026-03-26T11:16:33.155,2026-03-26T11:16:30.177,1.47,1.47,0.31,0.58,33746.0,6116.0,2026-03-26T11:16:30.177,0.58,177,2026-03-26 11:16:18 EDT,249.96,0.9961593855016803,-0.3840614498319763,250.0,0.585,0.010000000000000009,1.7094017094017109,2834,-10526625.4704,-607184.5,657232.9400000001,-98226.44,-0.001,-0.02,0.0
IWM,2026-03-26,250.0,CALL,0,1,2026-03-26T11:16:33.156,3,0.95,49,0.96,0.4961,-2.4707,2.3156,130.4771,0.1644,0.0184,-8.6404,0.4179,2026-03-26T11:16:33.155,2026-03-26T11:16:30.008,0.86,2.32,0.71,0.96,17492.0,3602.0,2026-03-26T11:16:30.008,0.96,177,2026-03-26 11:16:18 EDT,249.96,1.0001600256040966,0.016002560409662362,250.0,0.955,0.010000000000000009,1.0471204188481684,1173,4820258.635199999,271619.87999999995,289813.11,58192.53,-0.001,0.02,0.0
IWM,2026-03-26,250.0,PUT,0,-1,2026-03-26T11:16:33.155,68,0.98,46,1.0,-0.5037,-2.4573,2.3156,-127.1834,0.1636,0.0183,-8.6169,0.4199,2026-03-26T11:16:33.155,2026-03-26T11:16:30.373,2.03,2.06,0.5,0.99,37818.0,7129.0,2026-03-26T11:16:30.373,0.99,177,2026-03-26 11:16:18 EDT,249.96,1.0001600256040966,0.016002560409662362,250.0,0.99,0.020000000000000018,2.020202020202022,6173,-25243530.3888,-1429419.8800000001,1516891.29,-310934.01,-0.0014,-0.03,0.0
IWM,2026-03-26,251.0,CALL,0,1,2026-03-26T11:16:33.15,6,0.53,97,0.54,0.3354,-2.2336,2.1158,157.9915,0.1516,0.3825,-148.2415,0.414,2026-03-26T11:16:33.155,2026-03-26T11:16:23.983,0.61,1.61,0.4,0.54,24108.0,5285.0,2026-03-26T11:16:23.983,0.54,177,2026-03-26 11:16:18 EDT,249.96,1.004160665706513,0.41606657065130104,250.0,0.535,0.010000000000000009,1.8691588785046744,2126,8056250.7936,449819.08,474863.36,71306.04,-0.002,0.01,0.0
IWM,2026-03-26,251.0,PUT,0,-1,2026-03-26T11:16:33.125,7,1.56,7,1.58,-0.6638,-2.221,2.1176,-105.6936,0.151,0.3793,-147.6882,0.416,2026-03-26T11:16:33.155,2026-03-26T11:15:31.087,2.64,2.71,0.77,1.63,17019.0,3284.0,2026-03-26T11:15:31.087,1.63,177,2026-03-26 11:16:18 EDT,249.96,1.004160665706513,0.41606657065130104,250.0,1.57,0.020000000000000018,1.2738853503184724,2476,-9345404.496,-524317.76,549919.6,-164356.87999999998,-0.0029,-0.04,0.0
IWM,2026-03-26,252.0,CALL,0,1,2026-03-26T11:16:33.155,170,0.27,191,0.28,0.2014,-1.7256,1.6321,186.3519,0.1167,0.5732,-221.6372,0.415,2026-03-26T11:16:33.155,2026-03-26T11:16:31.736,0.36,1.03,0.21,0.28,29154.0,6401.0,2026-03-26T11:16:31.736,0.28,177,2026-03-26 11:16:18 EDT,249.96,1.0081613058089294,0.8161305808929397,250.0,0.275,0.010000000000000009,3.636363636363639,3231,9424934.2692,527331.5100000001,557541.36,65072.34,0.001,0.01,0.0
IWM,2026-03-26,252.0,PUT,0,-1,2026-03-26T11:16:33.132,1,2.3,1,2.33,-0.7968,-1.7213,1.6402,-86.2269,0.1164,0.568,-221.1907,0.4179,2026-03-26T11:16:33.155,2026-03-26T11:14:48.066,3.42,3.54,1.18,2.35,4455.0,916.0,2026-03-26T11:14:48.066,2.35,177,2026-03-26 11:16:18 EDT,249.96,1.0081613058089294,0.8161305808929397,250.0,2.315,0.03000000000000025,1.2958963282937472,1663,-4838555.7072,-272765.26,286252.19,-132507.84,0.0,-0.035,-0.01
IWM,2026-03-26,253.0,CALL,0,1,2026-03-26T11:16:33.134,416,0.13,339,0.14,0.1099,-1.1717,1.0908,212.2921,0.0767,0.5509,-216.1953,0.4218,2026-03-26T11:16:33.155,2026-03-26T11:16:20.998,0.22,0.61,0.11,0.14,55363.0,8164.0,2026-03-26T11:16:20.998,0.14,177,2026-03-26 11:16:18 EDT,249.96,1.0121619459113458,1.2161945911345784,250.0,0.135,0.010000000000000009,7.407407407407414,1732,3320578.6224,188926.56,202938.44,19034.68,-0.0059,0.0,0.0
IWM,2026-03-26,253.0,PUT,0,-1,2026-03-26T11:16:33.142,22,3.14,6,3.2,-0.8868,-1.1875,1.1136,-69.9114,0.0772,0.5471,-217.7044,0.4277,2026-03-26T11:16:33.155,2026-03-26T11:01:01.573,4.31,4.31,1.78,2.92,3506.0,335.0,2026-03-26T11:01:01.573,2.92,177,2026-03-26 11:16:18 EDT,249.96,1.0121619459113458,1.2161945911345784,250.0,3.17,0.06000000000000005,1.89274447949527,498,-960986.2176000001,-55457.27999999999,59137.5,-44162.64,0.0059,-0.04,0.0
IWM,2026-03-26,254.0,CALL,0,1,2026-03-26T11:16:33.094,601,0.07,933,0.08,0.0621,-0.8095,0.7112,223.1055,0.0471,0.4237,-176.1588,0.4472,2026-03-26T11:16:33.155,2026-03-26T11:16:31.313,0.14,0.36,0.06,0.07,16840.0,2314.0,2026-03-26T11:16:31.313,0.07,177,2026-03-26 11:16:18 EDT,249.96,1.0161625860137622,1.6162586013762168,250.0,0.07500000000000001,0.009999999999999995,13.333333333333325,1492,1756548.9072,106111.04000000001,120777.4,9265.32,-0.0039,0.0,0.0
IWM,2026-03-26,254.0,PUT,0,-1,2026-03-26T11:16:33.125,77,4.07,26,4.17,-0.9286,-0.9183,0.791,-56.3283,0.05,0.4292,-187.0263,0.4687,2026-03-26T11:16:33.155,2026-03-26T11:14:48.07,5.05,5.17,2.56,4.15,327.0,113.0,2026-03-26T11:14:48.07,4.15,177,2026-03-26 11:16:18 EDT,249.96,1.0161625860137622,1.6162586013762168,250.0,4.12,0.09999999999999964,2.427184466019409,315,-393687.00000000006,-24916.500000000004,28926.45,-29250.9,0.0098,-0.04,0.0
IWM,2026-03-27,240.0,CALL,1,1,2026-03-26T11:16:34.087,16,10.07,45,10.18,0.945,-0.3205,1.5911,23.3408,0.0173,-0.3901,26.5076,0.4482,2026-03-26T11:16:34.209,2026-03-26T11:05:40.677,11.12,11.46,9.79,10.51,20.0,5.0,2026-03-26T11:05:40.677,10.51,177,2026-03-26 11:16:18 EDT,249.94,0.9602304553092742,-3.9769544690725764,250.0,10.125,0.10999999999999943,1.0864197530864141,1199,518443.0437999999,190772.88999999998,38427.95,113305.49999999999,0.0137,0.05,-0.0
IWM,2026-03-27,241.0,CALL,1,1,2026-03-26T11:16:34.084,15,9.12,52,9.22,0.9311,-0.366,1.8977,25.4092,0.0213,-0.4463,29.3144,0.4335,2026-03-26T11:16:34.209,2026-03-26T11:05:20.757,8.39,9.98,8.35,9.36,9.0,6.0,2026-03-26T11:05:20.757,9.36,177,2026-03-26 11:16:18 EDT,249.94,0.9642314155397296,-3.576858446027045,250.0,9.17,0.10000000000000142,1.0905125408942358,324,172488.5928,61485.479999999996,11858.4,30167.64,0.0058,0.05,-0.02
IWM,2026-03-27,241.0,PUT,1,-1,2026-03-26T11:16:34.102,152,0.14,262,0.15,-0.0563,-0.2733,1.6226,-100.2411,0.0195,-0.4372,26.8442,0.4052,2026-03-26T11:16:34.209,2026-03-26T11:15:49.165,0.38,0.38,0.11,0.15,547.0,128.0,2026-03-26T11:15:49.165,0.15,177,2026-03-26 11:16:18 EDT,249.94,0.9642314155397296,-3.576858446027045,250.0,0.14500000000000002,0.009999999999999981,6.896551724137917,5536,-2698152.288,-898271.3600000001,151298.87999999998,-31167.68,0.001,0.0,0.0
IWM,2026-03-27,242.0,CALL,1,1,2026-03-26T11:16:34.085,18,8.18,50,8.28,0.909,-0.4402,2.3415,27.6084,0.0267,-0.5013,32.4557,0.4277,2026-03-26T11:16:34.209,2026-03-26T11:05:30.705,9.47,9.47,8.23,8.78,12.0,10.0,2026-03-26T11:05:30.705,8.78,177,2026-03-26 11:16:18 EDT,249.94,0.9682323757701848,-3.176762422981515,250.0,8.23,0.09999999999999964,1.2150668286755728,420,280282.716,98343.0,18488.399999999998,38178.0,0.0098,0.05,-0.02
IWM,2026-03-27,242.0,PUT,1,-1,2026-03-26T11:16:34.109,103,0.2,118,0.21,-0.0771,-0.3442,2.0693,-96.0035,0.0252,-0.5062,30.6769,0.4003,2026-03-26T11:16:34.209,2026-03-26T11:15:59.908,0.44,0.45,0.14,0.21,1708.0,331.0,2026-03-26T11:15:59.908,0.21,177,2026-03-26 11:16:18 EDT,249.94,0.9682323757701848,-3.176762422981515,250.0,0.20500000000000002,0.009999999999999981,4.878048780487795,3001,-1890176.2488,-620996.93,103294.41999999998,-23137.710000000003,-0.003,-0.01,-0.0
IWM,2026-03-27,243.0,CALL,1,1,2026-03-26T11:16:34.086,16,7.27,27,7.37,0.8841,-0.5076,2.7917,30.2326,0.0326,-0.5484,34.5738,0.4169,2026-03-26T11:16:34.209,2026-03-26T11:05:20.757,8.24,8.35,7.55,7.55,4.0,4.0,2026-03-26T11:05:20.757,7.55,177,2026-03-26 11:16:18 EDT,249.94,0.9722333360006402,-2.776666399935984,250.0,7.32,0.10000000000000053,1.3661202185792423,815,664065.586,227523.55000000002,41369.4,72054.15000000001,0.0048,0.05,0.0
IWM,2026-03-27,243.0,PUT,1,-1,2026-03-26T11:16:34.108,181,0.28,7,0.29,-0.1032,-0.4212,2.5716,-92.0022,0.0318,-0.5649,33.6976,0.3945,2026-03-26T11:16:34.209,2026-03-26T11:16:24.631,0.69,0.7,0.22,0.29,9700.0,439.0,2026-03-26T11:16:24.631,0.29,177,2026-03-26 11:16:18 EDT,249.94,0.9722333360006402,-2.776666399935984,250.0,0.28500000000000003,0.009999999999999953,3.5087719298245448,53918,-42854522.445599996,-13865552.88,2271026.16,-556433.76,-0.0024,-0.01,-0.0
IWM,2026-03-27,244.0,CALL,1,1,2026-03-26T11:16:34.085,23,6.39,22,6.49,0.8504,-0.5924,3.3298,33.0627,0.0395,-0.5743,35.6483,0.4111,2026-03-26T11:16:34.209,2026-03-26T11:07:56.183,5.83,7.81,5.78,6.42,11.0,6.0,2026-03-26T11:07:56.183,6.42,177,2026-03-26 11:16:18 EDT,249.94,0.9762342962310955,-2.376570376890453,250.0,6.4399999999999995,0.10000000000000053,1.5527950310559089,1858,1834334.6540000003,618676.84,110067.92,158004.32,0.0044,0.045,-0.01
IWM,2026-03-27,244.0,PUT,1,-1,2026-03-26T11:16:34.102,194,0.41,62,0.42,-0.1403,-0.5237,3.1913,-85.7407,0.0393,-0.5953,35.547,0.3955,2026-03-26T11:16:34.209,2026-03-26T11:13:52.604,0.79,0.79,0.3,0.42,6524.0,764.0,2026-03-26T11:13:52.604,0.42,177,2026-03-26 11:16:18 EDT,249.94,0.9762342962310955,-2.376570376890453,250.0,0.415,0.010000000000000009,2.40963855421687,6550,-6433830.510000001,-2090301.5,343023.50000000006,-91896.5,-0.0019,-0.01,0.0
IWM,2026-03-27,245.0,CALL,1,1,2026-03-26T11:16:34.11,22,5.55,64,5.65,0.8089,-0.6818,3.8975,36.1731,0.0467,-0.5694,34.8954,0.4067,2026-03-26T11:16:34.209,2026-03-26T11:15:32.947,5.08,7.0,5.08,5.52,42.0,10.0,2026-03-26T11:15:32.947,5.52,177,2026-03-26 11:16:18 EDT,249.94,0.9802352564615507,-1.976474353844922,250.0,5.6,0.10000000000000053,1.7857142857142954,2731,3187677.2738,1064407.25,186199.58,220910.59,0.0015,0.04,0.0
IWM,2026-03-27,245.0,PUT,1,-1,2026-03-26T11:16:34.108,24,0.57,32,0.58,-0.1834,-0.6201,3.8,-80.5448,0.0471,-0.5935,35.1938,0.3935,2026-03-26T11:16:34.209,2026-03-26T11:15:09.418,1.03,1.07,0.41,0.58,7524.0,731.0,2026-03-26T11:15:09.418,0.58,177,2026-03-26 11:16:18 EDT,249.94,0.9802352564615507,-1.976474353844922,250.0,0.575,0.010000000000000009,1.7391304347826104,29686,-34946875.7364,-11280679.999999998,1840828.8599999999,-544441.24,-0.0015,-0.01,0.0
IWM,2026-03-27,246.0,CALL,1,1,2026-03-26T11:16:34.091,26,4.76,58,4.85,0.7592,-0.7703,4.4568,39.5413,0.0538,-0.5249,31.8358,0.4038,2026-03-26T11:16:34.209,2026-03-26T11:00:28.905,4.23,6.35,4.23,5.05,100.0,18.0,2026-03-26T11:00:28.905,5.05,177,2026-03-26 11:16:18 EDT,249.94,0.9842362166920061,-1.5763783307993908,250.0,4.805,0.08999999999999986,1.8730489073881345,1214,1632438.1208,541055.52,93514.42,92166.88,0.0015,0.035,0.01
