symbol,expiration,strike,right,dte,cp_sign,timestamp_quote,bid_size,bid_quote,ask_size,ask_quote,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,timestamp,open,high,low,close,volume,count,timestamp_trade,price,batch_id,ts,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
IWM,2026-03-18,245.0,CALL,0,1,2026-03-18T15:11:20.772,33,2.15,32,2.25,0.9372,-2.1243,0.3257,105.3068,0.0869,-0.3503,824.0009,0.5375,2026-03-18T15:11:21.052,2026-03-18T15:08:25.349,4.16,4.35,1.7,2.33,550.0,168.0,2026-03-18T15:08:25.349,2.33,375,2026-03-18 15:11:09 EDT,247.16,0.991260721799644,-0.8739278200356032,247.0,2.2,0.10000000000000009,4.545454545454549,174,15.120600000000001,56.6718,369.6282,163.0728,0.0,-0.005,0.01
IWM,2026-03-18,245.0,PUT,0,-1,2026-03-18T15:11:20.964,4,0.04,1425,0.05,-0.0649,-2.1818,0.3346,-393.4347,0.0882,-0.3515,836.5534,0.5437,2026-03-18T15:11:21.052,2026-03-18T15:11:14.422,0.52,0.64,0.03,0.05,35012.0,5846.0,2026-03-18T15:11:14.422,0.05,375,2026-03-18 15:11:09 EDT,247.16,0.991260721799644,-0.8739278200356032,247.0,0.045,0.010000000000000002,22.222222222222225,4247,-374.5854,-1421.0462,9266.1046,-275.6303,0.0,0.0,0.0
IWM,2026-03-18,246.0,CALL,0,1,2026-03-18T15:11:20.968,15,1.28,8,1.33,0.8101,-4.3437,0.7161,154.0212,0.2041,-0.4706,1035.4149,0.5031,2026-03-18T15:11:21.052,2026-03-18T15:10:17.866,3.34,3.5,0.9,1.34,4972.0,625.0,2026-03-18T15:10:17.866,1.34,375,2026-03-18 15:11:09 EDT,247.16,0.9953066839294384,-0.46933160705615656,247.0,1.3050000000000002,0.050000000000000044,3.831417624521076,243,49.5963,174.01229999999998,1055.5191,196.85430000000002,0.0,0.0,0.0
IWM,2026-03-18,246.0,PUT,0,-1,2026-03-18T15:11:20.911,120,0.13,183,0.14,-0.1836,-4.1232,0.7016,-349.2539,0.2052,-0.4858,1041.3043,0.4902,2026-03-18T15:11:21.052,2026-03-18T15:11:18.977,0.8,0.95,0.11,0.13,51955.0,8424.0,2026-03-18T15:11:18.977,0.13,375,2026-03-18 15:11:09 EDT,247.16,0.9953066839294384,-0.46933160705615656,247.0,0.135,0.010000000000000009,7.407407407407414,1601,-328.5252,-1123.2616,6601.2432,-293.9436,-0.0129,-0.005,-0.01
IWM,2026-03-18,247.0,CALL,0,1,2026-03-18T15:11:20.97,35,0.56,36,0.58,0.5536,-5.7881,1.0439,239.9707,0.3247,-0.1113,221.9543,0.4609,2026-03-18T15:11:21.052,2026-03-18T15:11:20.752,2.68,2.84,0.36,0.58,15106.0,2275.0,2026-03-18T15:11:20.752,0.58,375,2026-03-18 15:11:09 EDT,247.16,0.9993526460592329,-0.06473539407671007,247.0,0.5700000000000001,0.019999999999999907,3.5087719298245448,370,120.139,386.243,2141.597,204.832,0.0,-0.01,-0.0
IWM,2026-03-18,247.0,PUT,0,-1,2026-03-18T15:11:20.975,16,0.4,2,0.41,-0.4463,-5.7634,1.0439,-269.6396,0.3247,-0.1113,221.9543,0.4609,2026-03-18T15:11:21.052,2026-03-18T15:11:15.599,1.09,1.37,0.23,0.41,49683.0,9623.0,2026-03-18T15:11:15.599,0.41,375,2026-03-18 15:11:09 EDT,247.16,0.9993526460592329,-0.06473539407671007,247.0,0.405,0.009999999999999953,2.469135802469124,3290,-1068.263,-3434.431,18961.586,-1468.327,0.0,-0.01,-0.0
IWM,2026-03-18,248.0,CALL,0,1,2026-03-18T15:11:20.971,15,0.16,169,0.17,0.2359,-4.2948,0.8133,364.3427,0.2653,0.5074,-979.1611,0.4394,2026-03-18T15:11:21.052,2026-03-18T15:11:05.753,1.82,2.14,0.1,0.16,31547.0,5430.0,2026-03-18T15:11:05.753,0.16,375,2026-03-18 15:11:09 EDT,247.16,1.0033986081890274,0.33986081890273645,247.0,0.165,0.010000000000000009,6.060606060606066,642,170.3226,522.1386,2757.2616000000003,151.4478,0.0,0.0,0.0
IWM,2026-03-18,248.0,PUT,0,-1,2026-03-18T15:11:20.961,1,0.98,1,1.01,-0.763,-4.299,0.8151,-188.4798,0.2648,0.5041,-977.101,0.4414,2026-03-18T15:11:21.052,2026-03-18T15:11:11.252,1.45,1.89,0.47,1.0,37548.0,7794.0,2026-03-18T15:11:11.252,1.0,375,2026-03-18 15:11:09 EDT,247.16,1.0033986081890274,0.33986081890273645,247.0,0.995,0.030000000000000027,3.015075376884425,8633,-2286.0184,-7036.7583,37113.267,-6586.979,-0.0117,-0.015,-0.01
IWM,2026-03-18,249.0,CALL,0,1,2026-03-18T15:11:20.444,822,0.03,914,0.04,0.0598,-1.6802,0.3141,489.1274,0.1011,0.4168,-813.9714,0.4453,2026-03-18T15:11:21.052,2026-03-18T15:10:57.573,1.33,1.59,0.03,0.03,49977.0,6957.0,2026-03-18T15:10:57.573,0.03,375,2026-03-18 15:11:09 EDT,247.16,1.0074445703188217,0.7444570318821829,247.0,0.035,0.010000000000000002,28.571428571428577,905,91.49549999999999,284.2605,1520.581,54.119,0.0,0.0,0.0
IWM,2026-03-18,249.0,PUT,0,-1,2026-03-18T15:11:20.941,74,1.83,80,1.92,-0.9401,-1.6553,0.3141,-124.3056,0.1011,0.4168,-813.9714,0.4453,2026-03-18T15:11:21.052,2026-03-18T15:09:41.136,1.99,2.51,0.71,1.8,11105.0,2560.0,2026-03-18T15:09:41.136,1.8,375,2026-03-18 15:11:09 EDT,247.16,1.0074445703188217,0.7444570318821829,247.0,1.875,0.08999999999999986,4.799999999999993,1415,-143.0565,-444.4515,2342.2495,-1330.2415,0.0,0.0,0.0
