epoch,step,train_base_loss,train_deg_penalty,train_loss,train_pred_pos_rate,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr,val_pos_out_of_band,val_pred_pos_rate
0,6,,,,,0.5899999737739563,0.48318228125572205,0.5011934638023376,0.7400127053260803,0.009815261699259281,0.5,1.0,0.9854999780654907
0,6,0.4396955072879791,0.0,0.4396955072879791,0.5128477215766907,,,,,,,,
1,13,,,,,0.46149998903274536,0.4925081133842468,0.5008742809295654,0.38562464714050293,0.001904047792777419,0.5,1.0,0.2849999964237213
1,13,0.42057061195373535,0.0,0.42057061195373535,0.503804624080658,,,,,,,,
2,20,,,,,0.429500013589859,0.4944247901439667,0.5044976472854614,0.16410256922245026,0.01537388376891613,0.5,1.0,0.09099999815225601
2,20,0.37434419989585876,0.0,0.37434419989585876,0.49772319197654724,,,,,,,,
