epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,3,,0.5454545617103577,0.7511478662490845,0.5454545617103577,0.6808510422706604,0.17177949845790863,0.5
0,3,0.41218769550323486,,,,,,
