epoch,step,train_base_loss,train_deg_penalty,train_loss,train_pred_pos_rate,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr,val_pos_out_of_band,val_pred_pos_rate
0,6,,,,,0.5914999842643738,0.4049317538738251,0.5,0.7433239221572876,0.0,0.5,1.0,1.0
0,6,0.2195514291524887,0.0,0.2195514291524887,0.5081614255905151,,,,,,,,
1,13,,,,,0.40849998593330383,0.4016808867454529,0.5,0.0,0.0,0.5,1.0,0.0
1,13,0.19821004569530487,0.0,0.19821004569530487,0.5007442235946655,,,,,,,,
2,20,,,,,0.40849998593330383,0.4038945138454437,0.5,0.0,0.0,0.5,1.0,0.0
2,20,0.17522169649600983,0.0,0.17522169649600983,0.4960556626319885,,,,,,,,
