epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,1,,0.259765625,0.4848731458187103,0.5,0.01044386439025402,-0.04861360415816307,0.3499999940395355
0,1,0.18715789914131165,,,,,,
