epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,1,,0.26953125,0.4422897696495056,0.5041561722755432,0.031088082119822502,0.03138874098658562,0.5
0,1,0.3688730001449585,,,,,,
