symbol,expiration,strike,right,dte,cp_sign,timestamp,bid,ask,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,endpoint,batch_id,ts,bid_quote,ask_quote,bid_size_quote,ask_size_quote,price_trade,size_trade,volume,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
SPXW,2026-04-06,6410.0,PUT,5,-1,2026-04-01T20:23:32.951,18.9,19.8,-0.1828,-5.149,200.1455,-62.1236,0.0013,-0.9141,8.4546,0.2537,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,18.9,19.8,2,2,16.3,1.0,1.0,6575.32,0.9748574974297829,-2.514250257021707,6575.0,19.35,0.9000000000000021,4.6511627906976845,298,-254727.89679999996,-5964335.899999999,153440.2,-5447.44,-0.0003,-0.05,0.1
SPXW,2026-04-06,6415.0,CALL,5,1,2026-04-01T20:22:04.289,169.5,179.5,0.8606,-4.1083,167.5869,32.4313,0.0014,-1.1501,8.5587,0.2044,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,169.5,179.5,3,2,197.31,1.0,1.0,6575.32,0.9756179166945488,-2.438208330545125,6575.0,174.5,10.0,5.730659025787966,88,81007.9424,1474764.7200000002,36153.04,7573.28,0.0,0.0,0.0
SPXW,2026-04-06,6415.0,PUT,5,-1,2026-04-01T20:23:25.619,19.7,20.5,-0.189,-5.2318,204.3219,-61.8305,0.0014,-0.9125,8.3937,0.2526,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,19.7,20.5,2,2,17.29,2.0,2.0,6575.32,0.9756179166945488,-2.438208330545125,6575.0,20.1,0.8000000000000007,3.9800995024875654,282,-259593.63359999997,-5761877.58,147536.76,-5329.8,-0.0005,-0.1,0.0
SPXW,2026-04-06,6420.0,CALL,5,1,2026-04-01T20:22:04.036,165.3,175.6,0.8518,-4.2752,174.7008,32.8604,0.0014,-1.1479,8.5806,0.2056,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,165.3,175.6,3,2,170.95,8.0,8.0,6575.32,0.9763783359593146,-2.362166404068543,6575.0,170.45,10.299999999999983,6.042827808741557,96,88372.3008,1677127.68,41041.92,8177.280000000001,0.0,0.0,0.0
SPXW,2026-04-06,6420.0,PUT,5,-1,2026-04-01T20:23:26.715,20.5,21.3,-0.1954,-5.3179,208.5696,-61.4963,0.0014,-0.9093,8.3206,0.2517,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,20.5,21.3,2,2,17.0,1.0,1.0,6575.32,0.9763783359593146,-2.362166404068543,6575.0,20.9,0.8000000000000007,3.827751196172252,333,-306541.41839999997,-6945367.68,177086.07,-6506.819999999999,-0.0002,-0.05,-0.1
SPXW,2026-04-06,6425.0,CALL,5,1,2026-04-01T20:22:04.039,161.1,171.2,0.8446,-4.3805,180.2766,33.4271,0.0015,-1.152,8.5781,0.2051,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,161.1,171.2,3,2,166.15,1.0,1.0,6575.32,0.9771387552240804,-2.2861244775919607,6575.0,166.14999999999998,10.099999999999994,6.078844417694851,105,103561.28999999998,1892904.3,45995.25,8868.300000000001,0.0,0.0,0.0
SPXW,2026-04-06,6425.0,PUT,5,-1,2026-04-01T20:23:26.093,21.3,22.0,-0.2017,-5.3893,212.6023,-61.2797,0.0014,-0.9066,8.2399,0.2503,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,21.3,22.0,3,1,18.5,1.0,1.0,6575.32,0.9771387552240804,-2.2861244775919607,6575.0,21.65,0.6999999999999993,3.2332563510392576,810,-745641.288,-17220786.3,436533.30000000005,-16337.699999999999,-0.0007,-0.15,-0.1
SPXW,2026-04-06,6430.0,CALL,5,1,2026-04-01T20:22:04.036,157.0,167.2,0.8358,-4.5281,186.8679,33.9068,0.0015,-1.1469,8.5544,0.2057,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,157.0,167.2,3,2,175.85,2.0,2.0,6575.32,0.9778991744888462,-2.2100825511153785,6575.0,162.1,10.199999999999989,6.292412091301659,152,149917.29599999997,2840392.08,68827.12,12704.16,0.0,0.0,0.0
SPXW,2026-04-06,6430.0,PUT,5,-1,2026-04-01T20:23:32.951,22.1,23.0,-0.2087,-5.4802,216.9501,-60.8755,0.0015,-0.8998,8.1407,0.2496,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,22.1,23.0,1,1,18.6,1.0,1.0,6575.32,0.9778991744888462,-2.2100825511153785,6575.0,22.55,0.8999999999999986,3.9911308203991065,623,-614463.654,-13515991.23,341416.46,-13002.009999999998,-0.0004,-0.1,-0.0
SPXW,2026-04-06,6435.0,CALL,5,1,2026-04-01T20:22:04.036,152.9,163.1,0.8274,-4.6565,192.9868,34.4356,0.0016,-1.142,8.5101,0.2059,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,152.9,163.1,3,2,175.45,1.0,1.0,6575.32,0.978659593753612,-2.1340406246387964,6575.0,158.0,10.199999999999989,6.455696202531638,88,92580.5056,1698283.84,40977.200000000004,7281.12,0.0,0.0,0.0
SPXW,2026-04-06,6435.0,PUT,5,-1,2026-04-01T20:23:32.982,23.0,23.8,-0.2156,-5.5561,221.0804,-60.5876,0.0015,-0.8935,8.0337,0.2484,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,23.0,23.8,1,1,19.86,1.0,1.0,6575.32,0.978659593753612,-2.1340406246387964,6575.0,23.4,0.8000000000000007,3.4188034188034218,76,-74958.64799999999,-1680211.04,42226.36,-1638.56,-0.0004,-0.1,0.0
SPXW,2026-04-06,6440.0,CALL,5,1,2026-04-01T20:22:04.036,148.8,159.0,0.819,-4.7757,198.89,34.9931,0.0016,-1.1359,8.4466,0.2058,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,148.8,159.0,3,2,162.3,1.0,1.0,6575.32,0.9794200130183779,-2.0579986981622143,6575.0,153.9,10.199999999999989,6.627680311890831,127,133610.5024,2525903.0,60651.38999999999,10401.3,0.0,0.0,0.0
SPXW,2026-04-06,6440.0,PUT,5,-1,2026-04-01T20:23:26.714,23.9,24.8,-0.2229,-5.6415,225.3562,-60.197,0.0015,-0.8842,7.9093,0.2476,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,23.9,24.8,1,1,20.7,1.0,1.0,6575.32,0.9794200130183779,-2.0579986981622143,6575.0,24.35,0.9000000000000021,3.696098562628345,314,-309697.572,-7076184.68,177143.09999999998,-6999.06,-0.0004,-0.1,0.0
SPXW,2026-04-06,6445.0,CALL,5,1,2026-04-01T20:23:08.909,145.1,154.8,0.8097,-4.9135,205.1293,35.5091,0.0017,-1.1234,8.3579,0.2062,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,145.1,154.8,3,2,149.9,1.0,1.0,6575.32,0.9801804322831437,-1.9819567716856323,6575.0,149.95,9.700000000000017,6.468822940980338,84,93895.56959999999,1723086.1199999999,41273.4,6801.48,0.002,0.4,-0.8
SPXW,2026-04-06,6445.0,PUT,5,-1,2026-04-01T20:23:25.619,24.8,25.7,-0.23,-5.7122,229.4187,-59.9192,0.0016,-0.8754,7.7775,0.2463,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,24.8,25.7,1,1,22.01,1.0,1.0,6575.32,0.9801804322831437,-1.9819567716856323,6575.0,25.25,0.8999999999999986,3.5643564356435586,96,-100996.9152,-2202419.52,54837.12,-2208.0,-0.0005,-0.1,-0.0
SPXW,2026-04-06,6450.0,CALL,5,1,2026-04-01T20:23:25.727,145.6,147.8,0.7969,-5.1605,213.4166,35.7194,0.0017,-1.0863,8.2023,0.2097,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,145.6,147.8,2,3,159.96,1.0,1.0,6575.32,0.9809408515479096,-1.9059148452090502,6575.0,146.7,2.200000000000017,1.4996591683708367,1351,1510153.7444,28832582.659999996,697183.55,107661.19000000002,-0.0012,-0.25,-0.7
SPXW,2026-04-06,6450.0,PUT,5,-1,2026-04-01T20:23:33.421,25.8,26.6,-0.2375,-5.7841,233.4932,-59.6108,0.0016,-0.8647,7.6316,0.2452,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,25.8,26.6,1,2,22.0,1.0,1.0,6575.32,0.9809408515479096,-1.9059148452090502,6575.0,26.200000000000003,0.8000000000000007,3.053435114503819,1655,-1741144.7359999998,-38643124.6,957268.5499999999,-39306.25,-0.0006,-0.15,-0.1
SPXW,2026-04-06,6455.0,CALL,5,1,2026-04-01T20:22:51.417,136.7,146.7,0.7931,-5.0992,215.805,36.8023,0.0018,-1.107,8.1431,0.2048,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,136.7,146.7,3,2,147.45,2.0,2.0,6575.32,0.9817012708126753,-1.829872918732468,6575.0,141.7,10.0,7.057163020465773,135,159780.27599999998,2913367.5,68839.2,10706.85,0.0,0.0,0.0
SPXW,2026-04-06,6455.0,PUT,5,-1,2026-04-01T20:23:25.935,26.8,27.7,-0.2453,-5.8638,237.6617,-59.2105,0.0017,-0.8509,7.4669,0.2444,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,26.8,27.7,1,1,23.67,1.0,1.0,6575.32,0.9817012708126753,-1.829872918732468,6575.0,27.25,0.8999999999999986,3.302752293577976,220,-245916.968,-5228557.4,129003.6,-5396.6,-0.0004,-0.1,-0.0
SPXW,2026-04-06,6460.0,CALL,5,1,2026-04-01T20:23:32.951,137.1,140.1,0.7796,-5.3461,223.8401,36.9893,0.0018,-1.0622,7.9334,0.2084,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,137.1,140.1,1,1,142.25,1.0,1.0,6575.32,0.9824616900774411,-1.7538309922558857,6575.0,138.6,3.0,2.164502164502165,472,558639.1872,10565252.719999999,252335.91999999998,36797.119999999995,0.0002,0.05,-0.1
SPXW,2026-04-06,6460.0,PUT,5,-1,2026-04-01T20:23:32.951,27.8,28.7,-0.2531,-5.9289,241.6227,-58.9165,0.0017,-0.8374,7.2951,0.2432,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,27.8,28.7,1,1,25.1,3.0,3.0,6575.32,0.9824616900774411,-1.7538309922558857,6575.0,28.25,0.8999999999999986,3.185840707964597,467,-522014.65479999996,-11283780.09,276879.63,-11819.77,-0.0004,-0.1,-0.0
SPXW,2026-04-06,6465.0,CALL,5,1,2026-04-01T20:23:32.951,133.2,136.2,0.7702,-5.4499,229.2075,37.6009,0.0019,-1.0434,7.7628,0.2081,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,133.2,136.2,1,1,140.0,2.0,2.0,6575.32,0.983222109342207,-1.677789065779304,6575.0,134.7,3.0,2.2271714922049,62,77457.2696,1421086.5,33789.38,4775.24,0.0006,0.15,-0.3
SPXW,2026-04-06,6465.0,PUT,5,-1,2026-04-01T20:23:25.934,28.9,29.8,-0.2612,-6.0004,245.6435,-58.5388,0.0017,-0.8209,7.1043,0.2422,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,28.9,29.8,1,1,25.5,1.0,1.0,6575.32,0.983222109342207,-1.677789065779304,6575.0,29.35,0.9000000000000021,3.0664395229983037,266,-297335.9704,-6534117.1,159610.63999999998,-6947.919999999999,-0.0004,-0.1,0.0
SPXW,2026-04-06,6470.0,CALL,5,1,2026-04-01T20:23:32.951,129.3,132.4,0.7606,-5.5514,234.4866,38.2223,0.0019,-1.0219,7.5715,0.2079,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,129.3,132.4,1,1,137.8,1.0,1.0,6575.32,0.9839825286069728,-1.6017471393027216,6575.0,130.85000000000002,3.0999999999999943,2.3691249522353792,244,304831.8352,5721473.04,135454.16,18558.640000000003,0.0009,0.2,0.0
SPXW,2026-04-06,6470.0,PUT,5,-1,2026-04-01T20:23:31.485,30.0,30.9,-0.2695,-6.0645,249.5396,-58.2023,0.0018,-0.8035,6.9023,0.2411,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,30.0,30.9,1,1,25.57,8.0,8.0,6575.32,0.9839825286069728,-1.6017471393027216,6575.0,30.45,0.8999999999999986,2.9556650246305374,158,-187002.1008,-3942725.68,95819.09999999999,-4258.1,-0.0004,-0.1,0.0
SPXW,2026-04-06,6475.0,CALL,5,1,2026-04-01T20:23:32.951,125.5,128.4,0.7511,-5.636,239.4524,38.905,0.002,-1.0008,7.3681,0.2072,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,125.5,128.4,1,1,131.56,2.0,2.0,6575.32,0.9847429478717387,-1.5257052128261395,6575.0,126.95,2.9000000000000057,2.284363922804258,365,479998.36,8740012.6,205714.0,27415.15,0.0013,0.3,0.0
SPXW,2026-04-06,6475.0,PUT,5,-1,2026-04-01T20:23:32.951,31.1,32.1,-0.2779,-6.1276,253.3889,-57.8445,0.0018,-0.784,6.6849,0.2401,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,31.1,32.1,1,1,26.61,8.0,8.0,6575.32,0.9847429478717387,-1.5257052128261395,6575.0,31.6,1.0,3.164556962025316,271,-320744.1096,-6866839.19,166057.96,-7531.089999999999,-0.0003,-0.1,-0.0
SPXW,2026-04-06,6480.0,CALL,5,1,2026-04-01T20:23:32.953,122.3,124.3,0.7406,-5.7468,244.7226,39.4944,0.002,-0.9706,7.1266,0.2073,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,122.3,124.3,2,3,126.33,50.0,50.0,6575.32,0.9855033671365044,-1.4496632863495573,6575.0,123.3,2.0,1.6220600162206,933,1226954.7119999998,22832618.580000002,536176.44,69097.98000000001,0.0012,0.3,0.2
SPXW,2026-04-06,6480.0,PUT,5,-1,2026-04-01T20:23:31.485,32.3,33.3,-0.2866,-6.1889,257.1711,-57.4729,0.0018,-0.7626,6.4525,0.239,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,32.3,33.3,1,1,27.94,3.0,3.0,6575.32,0.9855033671365044,-1.4496632863495573,6575.0,32.8,1.0,3.0487804878048785,121,-143210.46959999998,-3111770.31,74885.69,-3467.86,-0.0004,-0.1,0.0
SPXW,2026-04-06,6485.0,CALL,5,1,2026-04-01T20:23:32.951,117.9,120.8,0.7311,-5.8049,249.2053,40.283,0.0021,-0.9486,6.8961,0.2061,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,117.9,120.8,1,1,122.43,50.0,50.0,6575.32,0.9862637864012702,-1.3736213598729752,6575.0,119.35,2.8999999999999915,2.429828236279842,213,294114.06359999994,5308072.890000001,123644.37000000001,15572.43,0.001,0.25,0.1
SPXW,2026-04-06,6485.0,PUT,5,-1,2026-04-01T20:23:32.951,33.5,34.5,-0.2954,-6.2419,260.8177,-57.1423,0.0019,-0.7403,6.2087,0.2379,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,33.5,34.5,1,1,29.5,3.0,3.0,6575.32,0.9862637864012702,-1.3736213598729752,6575.0,34.0,1.0,2.941176470588235,100,-124931.08,-2608177.0,62419.00000000001,-2954.0,-0.0004,-0.1,0.0
SPXW,2026-04-06,6490.0,CALL,5,1,2026-04-01T20:23:26.714,114.0,117.2,0.7209,-5.8809,253.8606,41.0074,0.0021,-0.9191,6.6322,0.2054,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,114.0,117.2,1,1,118.44,1.0,1.0,6575.32,0.9870242056660361,-1.297579433396393,6575.0,115.6,3.200000000000003,2.7681660899654004,246,339681.03119999997,6244970.76,144670.13999999998,17734.14,0.0008,0.2,0.4
SPXW,2026-04-06,6490.0,PUT,5,-1,2026-04-01T20:23:32.951,34.8,35.7,-0.3044,-6.2929,264.3851,-56.7952,0.0019,-0.7159,5.9497,0.2367,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,34.8,35.7,1,1,29.9,29.0,29.0,6575.32,0.9870242056660361,-1.297579433396393,6575.0,35.25,0.9000000000000057,2.5531914893617182,265,-331067.36199999996,-7006205.15,166761.85,-8066.599999999999,-0.0004,-0.1,0.0
SPXW,2026-04-06,6495.0,CALL,5,1,2026-04-01T20:23:26.714,110.3,113.5,0.7104,-5.9539,258.3853,41.7454,0.0022,-0.8868,6.3481,0.2048,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,110.3,113.5,1,1,117.8,1.0,1.0,6575.32,0.9877846249308019,-1.221537506919811,6575.0,111.9,3.200000000000003,2.859696157283291,445,643723.8280000001,11498145.85,264948.55,31612.8,0.0008,0.2,0.4
SPXW,2026-04-06,6495.0,PUT,5,-1,2026-04-01T20:23:32.951,36.1,37.0,-0.3136,-6.3415,267.8586,-56.4343,0.0019,-0.6895,5.6755,0.2356,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,36.1,37.0,1,1,31.42,1.0,1.0,6575.32,0.9877846249308019,-1.221537506919811,6575.0,36.55,0.8999999999999986,2.4623803009575886,102,-127429.7016,-2732157.72,64683.299999999996,-3198.72,-0.0004,-0.1,0.0
SPXW,2026-04-06,6500.0,CALL,5,1,2026-04-01T20:23:32.953,107.5,109.5,0.6988,-6.0549,263.0754,42.3536,0.0022,-0.8447,6.0224,0.2051,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,107.5,109.5,2,3,112.65,15.0,15.0,6575.32,0.9885450441955677,-1.1454955804432287,6575.0,108.5,2.0,1.8433179723502304,3072,4443864.2688,80816762.88000001,1860065.28,214671.36000000002,0.0006,0.15,0.1
SPXW,2026-04-06,6500.0,PUT,5,-1,2026-04-01T20:23:32.982,37.4,38.4,-0.3231,-6.3871,271.2248,-56.062,0.002,-0.6611,5.3865,0.2346,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,37.4,38.4,1,3,32.82,2.0,2.0,6575.32,0.9885450441955677,-1.1454955804432287,6575.0,37.9,1.0,2.638522427440633,1943,-2555169.352,-52698978.64,1241013.53,-62778.329999999994,-0.0003,-0.1,0.0
SPXW,2026-04-06,6505.0,CALL,5,1,2026-04-01T20:23:09.781,103.3,106.2,0.6884,-6.0992,267.0844,43.2135,0.0022,-0.8113,5.7128,0.2039,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,103.3,106.2,1,1,110.15,1.0,1.0,6575.32,0.9893054634603335,-1.0694536539666466,6575.0,104.75,2.9000000000000057,2.768496420047738,179,258936.10160000002,4780810.760000001,109175.68,12322.36,0.0015,0.4,0.0
SPXW,2026-04-06,6505.0,PUT,5,-1,2026-04-01T20:23:26.714,38.8,39.8,-0.3327,-6.4297,274.4745,-55.678,0.002,-0.6306,5.0826,0.2335,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,38.8,39.8,1,1,34.69,1.0,1.0,6575.32,0.9893054634603335,-1.0694536539666466,6575.0,39.3,1.0,2.544529262086514,204,-268273.056,-5599279.8,131165.88,-6787.08,-0.0004,-0.1,0.0
SPXW,2026-04-06,6510.0,CALL,5,1,2026-04-01T20:23:26.715,99.7,102.5,0.6775,-6.1464,270.9956,44.0652,0.0023,-0.7735,5.38,0.2029,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,99.7,102.5,1,1,105.43,1.0,1.0,6575.32,0.9900658827250993,-0.9934117274900645,6575.0,101.1,2.799999999999997,2.769535113748761,405,612491.058,10975321.8,248929.19999999998,27438.75,0.0008,0.2,-0.4
SPXW,2026-04-06,6510.0,PUT,5,-1,2026-04-01T20:23:25.904,40.2,41.2,-0.3425,-6.4626,277.5568,-55.3369,0.002,-0.5991,4.7679,0.2323,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,40.2,41.2,1,1,35.99,1.0,1.0,6575.32,0.9900658827250993,-0.9934117274900645,6575.0,40.7,1.0,2.457002457002457,123,-161752.87199999997,-3413948.64,79489.98,-4212.750000000001,-0.0003,-0.1,0.0
SPXW,2026-04-06,6515.0,CALL,5,1,2026-04-01T20:23:09.781,96.2,99.1,0.6659,-6.2065,274.8805,44.8442,0.0023,-0.7291,5.0156,0.2024,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,96.2,99.1,1,1,103.03,2.0,2.0,6575.32,0.9908263019898652,-0.9173698010134824,6575.0,97.65,2.8999999999999915,2.969790066564251,263,397741.1068,7229357.149999999,163230.95,17513.170000000002,0.0015,0.4,-0.0
SPXW,2026-04-06,6515.0,PUT,5,-1,2026-04-01T20:23:32.982,41.6,42.7,-0.3524,-6.4919,280.5014,-54.9866,0.0021,-0.5656,4.4389,0.2311,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,41.6,42.7,1,1,36.39,1.0,1.0,6575.32,0.9908263019898652,-0.9173698010134824,6575.0,42.150000000000006,1.1000000000000014,2.6097271648873104,171,-236119.74119999996,-4796573.9399999995,111011.49,-6026.04,-0.0005,-0.15,0.1
SPXW,2026-04-06,6520.0,CALL,5,1,2026-04-01T20:23:26.715,92.7,95.5,0.6546,-6.2436,278.4238,45.7416,0.0024,-0.6858,4.6458,0.2013,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,92.7,95.5,1,1,98.05,15.0,15.0,6575.32,0.991586721254631,-0.8413278745369003,6575.0,94.1,2.799999999999997,2.9755579171094553,338,533389.9583999999,9410724.440000001,211033.68,22125.48,0.0007,0.2,-0.4
SPXW,2026-04-06,6520.0,PUT,5,-1,2026-04-01T20:23:25.935,43.2,44.2,-0.3627,-6.5228,283.3295,-54.5774,0.0021,-0.5292,4.0926,0.2301,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,43.2,44.2,1,1,42.0,1.0,1.0,6575.32,0.991586721254631,-0.8413278745369003,6575.0,43.7,1.0,2.2883295194508007,296,-408721.89119999995,-8386553.199999999,193074.88,-10735.92,-0.0003,-0.1,0.0
SPXW,2026-04-06,6525.0,CALL,5,1,2026-04-01T20:23:32.952,89.9,91.5,0.6427,-6.2865,281.8358,46.5983,0.0024,-0.6375,4.2507,0.2006,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,89.9,91.5,2,1,94.8,1.0,1.0,6575.32,0.9923471405193968,-0.7652859480603181,6575.0,90.7,1.5999999999999943,1.7640573318632793,2718,4289212.742399999,76602970.44,1708670.7000000002,174685.86000000002,0.0007,0.2,0.0
SPXW,2026-04-06,6525.0,PUT,5,-1,2026-04-01T20:23:32.985,44.7,45.7,-0.3729,-6.5379,285.9433,-54.2602,0.0021,-0.4925,3.739,0.2287,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,44.7,45.7,2,2,40.6,26.0,26.0,6575.32,0.9923471405193968,-0.7652859480603181,6575.0,45.2,1.0,2.2123893805309733,1131,-1561704.2531999997,-32340187.230000004,739436.49,-42174.990000000005,-0.0005,-0.15,-0.1
SPXW,2026-04-06,6530.0,CALL,5,1,2026-04-01T20:23:32.951,85.8,88.7,0.6309,-6.3116,284.9642,47.5499,0.0025,-0.5888,3.8458,0.1995,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,85.8,88.7,1,1,90.65,1.0,1.0,6575.32,0.9931075597841627,-0.689244021583736,6575.0,87.25,2.9000000000000057,3.3237822349570267,723,1188489.09,20602911.66,456328.68,45614.07000000001,0.0004,0.1,-0.2
SPXW,2026-04-06,6530.0,PUT,5,-1,2026-04-01T20:23:32.951,46.3,47.4,-0.3836,-6.5596,288.4323,-53.8397,0.0022,-0.4523,3.3664,0.2277,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,46.3,47.4,1,1,42.1,4.0,4.0,6575.32,0.9931075597841627,-0.689244021583736,6575.0,46.849999999999994,1.1000000000000014,2.34791889007471,173,-250256.6792,-4989878.79,113481.08,-6636.279999999999,-0.0005,-0.15,0.1
SPXW,2026-04-06,6535.0,CALL,5,1,2026-04-01T20:23:32.951,83.4,84.5,0.6186,-6.3418,287.9094,48.4592,0.0025,-0.5354,3.4178,0.1987,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,83.4,84.5,1,1,87.62,1.0,1.0,6575.32,0.9938679790489284,-0.6132020951071538,6575.0,83.95,1.0999999999999943,1.3103037522334655,207,340272.81,5959724.58,131275.26,12805.020000000002,0.0005,0.15,0.1
SPXW,2026-04-06,6535.0,PUT,5,-1,2026-04-01T20:23:32.951,48.0,49.0,-0.3943,-6.5705,290.7178,-53.4635,0.0022,-0.411,2.9841,0.2265,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,48.0,49.0,1,1,44.4,2.0,2.0,6575.32,0.9938679790489284,-0.6132020951071538,6575.0,48.5,1.0,2.0618556701030926,66,-95473.6464,-1918737.4800000002,43365.3,-2602.3799999999997,-0.0005,-0.15,-0.1
SPXW,2026-04-06,6540.0,CALL,5,1,2026-04-01T20:23:32.951,80.1,81.2,0.6063,-6.3596,290.5789,49.4342,0.0025,-0.4804,2.9776,0.1977,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,80.1,81.2,2,1,84.04,1.0,1.0,6575.32,0.9946283983136943,-0.5371601686305717,6575.0,80.65,1.1000000000000085,1.3639181649101157,1306,2146841.98,37949604.339999996,830563.76,79182.77999999998,0.0003,0.1,0.0
SPXW,2026-04-06,6540.0,PUT,5,-1,2026-04-01T20:23:32.951,49.7,50.8,-0.4053,-6.5814,292.8224,-53.0381,0.0022,-0.3672,2.5875,0.2255,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,49.7,50.8,1,1,48.07,4.0,4.0,6575.32,0.9946283983136943,-0.5371601686305717,6575.0,50.25,1.0999999999999943,2.189054726368148,177,-256042.9608,-5182956.48,116490.78,-7173.81,-0.0005,-0.15,0.1
SPXW,2026-04-06,6545.0,CALL,5,1,2026-04-01T20:23:32.952,76.9,78.0,0.5936,-6.3757,292.9987,50.4032,0.0026,-0.4223,2.5202,0.1969,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,76.9,78.0,2,1,80.8,7.0,7.0,6575.32,0.9953888175784601,-0.4611182421539896,6575.0,77.45,1.0999999999999943,1.4202711426726846,2741,4685967.5512,80310943.67,1747579.37,162705.76,0.0005,0.15,0.1
SPXW,2026-04-06,6545.0,PUT,5,-1,2026-04-01T20:23:32.951,51.5,52.6,-0.4164,-6.5865,294.7179,-52.6123,0.0023,-0.3217,2.18,0.2245,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,51.5,52.6,1,1,48.0,1.0,1.0,6575.32,0.9953888175784601,-0.4611182421539896,6575.0,52.05,1.1000000000000014,2.1133525456292057,93,-140646.0948,-2740876.4699999997,61254.45,-3872.52,-0.0003,-0.1,0.0
SPXW,2026-04-06,6550.0,CALL,5,1,2026-04-01T20:23:32.951,73.8,74.8,0.5808,-6.3843,295.1355,51.4043,0.0026,-0.3618,2.0496,0.196,2026-04-01T16:04:00,greeks,1357,2026-04-01 20:23:30 EDT,73.8,74.8,1,1,77.1,1.0,1.0,6575.32,0.9961492368432259,-0.38507631567740747,6575.0,74.3,1.0,1.3458950201884252,3078,5262097.0896,90842706.89999999,1965087.5399999998,178770.24,0.0005,0.15,-0.1
