batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-26 09:30:06 EDT,0_1dte,IWM,249.23,62,4876.0,5634.0,1.155,-286960709.07,603363.0,730198.0,-126835.0,0.4407,0.4431,0.0024,2.77,3.123,-0.4088,-0.0752,6.1
1,2026-03-26 09:30:06 EDT,0_1dte,QQQ,581.45,132,6463.0,17200.0,2.661,-363642015.18,1791108.0,7139772.0,-5348664.0,0.3924,0.3818,-0.0106,4.64,4.401,0.0713,-0.2531,6.69
1,2026-03-26 09:30:06 EDT,0_1dte,SPXW,6544.79,243,40157.0,53724.0,1.338,-192837772.63,43490330.0,89466265.0,-45975935.0,0.3134,0.3137,0.0002,45.75,2.915,-0.1407,-0.1116,2.18
1,2026-03-26 09:30:06 EDT,0_1dte,SPY,651.55,124,6433.0,5747.0,0.893,-604574471.38,2888679.0,2489008.0,399672.0,0.3384,0.2963,-0.0421,4.64,1.183,-0.0315,0.0286,5.25
1,2026-03-26 09:30:06 EDT,0_1dte,TLT,86.39,13,2485.0,411.0,0.165,101346588.39,258343.0,31968.0,226375.0,0.1791,0.1554,-0.0237,0.63,4.37,0.1045,1.5634,8.16
2,2026-03-26 09:31:36 EDT,0_1dte,IWM,249.55,60,9787.0,10901.0,1.114,-270753906.05,927447.0,1043496.0,-116049.0,0.4268,0.4264,-0.0004,2.62,3.54,-0.0707,0.1418,5.85
2,2026-03-26 09:31:36 EDT,0_1dte,QQQ,581.42,112,24136.0,30369.0,1.258,-367889928.02,4823824.0,7879782.0,-3055958.0,0.3408,0.3152,-0.0256,4.43,2.049,-0.0328,-0.1922,6.07
2,2026-03-26 09:31:36 EDT,0_1dte,SPXW,6541.36,229,49229.0,61952.0,1.258,-199118486.63,50414828.0,93721308.0,-43306480.0,0.3101,0.2898,-0.0203,44.85,2.989,-0.0055,-0.1056,2.3
2,2026-03-26 09:31:36 EDT,0_1dte,SPY,651.72,114,26809.0,33967.0,1.267,-588024845.94,4424314.0,8730398.0,-4306084.0,0.2985,0.2939,-0.0046,4.51,1.568,-0.1968,-0.2024,5.45
2,2026-03-26 09:31:36 EDT,0_1dte,TLT,86.35,13,2768.0,518.0,0.187,101052005.4,253107.0,35578.0,217529.0,0.1791,0.1557,-0.0234,0.64,5.917,0.0646,1.2747,8.65
