epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,6,,0.40849998593330383,0.4457952380180359,0.5,0.0,0.0,0.5
0,6,0.2013683319091797,,,,,,
1,13,,0.40849998593330383,0.4469178318977356,0.5,0.0,0.0,0.5
1,13,0.17685210704803467,,,,,,
2,20,,0.40849998593330383,0.44783762097358704,0.5,0.0,0.0,0.5
2,20,0.17769204080104828,,,,,,
