epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,1,,0.4765625,0.490234375,0.5,0.15189872682094574,-0.07286792248487473,0.3499999940395355
0,1,0.20371302962303162,,,,,,
