batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 10:42:16 EDT,all,IWM,247.45,166,86983.0,358776.0,4.125,-44187.03,7837029.0,41039109.0,-33202080.0,0.398,0.3956,-0.0024,2.82,1.785,0.113,0.4765,10.25
1,2026-03-18 10:42:16 EDT,all,QQQ,599.39,322,445164.0,597389.0,1.342,-7843.35,53716434.0,156240606.0,-102524172.0,0.281,0.2929,0.0119,4.42,1.506,-0.002,0.2304,6.25
1,2026-03-18 10:42:16 EDT,all,SPXW,6670.0,609,198898.0,407275.0,2.048,-532.54,187187970.0,729212415.0,-542024445.0,0.2559,0.2581,0.0022,43.7,1.879,0.0222,-0.1605,2.83
1,2026-03-18 10:42:16 EDT,all,SPY,666.03,400,700661.0,1058084.0,1.51,-22568.37,91762864.0,292756670.0,-200993806.0,0.2911,0.4494,0.1583,4.46,1.236,-0.1398,-0.1975,5.81
1,2026-03-18 10:42:16 EDT,all,TLT,87.19,55,6516.0,7227.0,1.109,2336.02,297811.0,259396.0,38416.0,0.1885,0.1568,-0.0316,0.41,9.283,-0.0148,0.0055,14.32
2,2026-03-18 10:42:47 EDT,all,IWM,247.41,166,87646.0,359125.0,4.097,-44169.25,7781987.0,41545632.0,-33763644.0,0.3964,0.397,0.0006,2.82,1.985,-0.0864,-0.5834,10.25
2,2026-03-18 10:42:47 EDT,all,QQQ,599.4,327,465608.0,599406.0,1.287,-7598.77,54076510.0,157133612.0,-103057102.0,0.2978,0.2922,-0.0056,4.4,1.607,0.0029,-0.2341,6.28
2,2026-03-18 10:42:47 EDT,all,SPXW,6669.98,609,200148.0,408507.0,2.041,-532.41,188910408.0,727445830.0,-538535422.0,0.2546,0.2581,0.0035,43.6,2.098,0.0787,-0.0333,2.83
2,2026-03-18 10:42:47 EDT,all,SPY,666.04,401,704580.0,1060781.0,1.506,-22600.1,92948992.0,290034886.0,-197085894.0,0.292,0.4549,0.163,4.43,1.219,-0.0461,0.1976,5.82
2,2026-03-18 10:42:47 EDT,all,TLT,87.17,54,7998.0,7180.0,0.898,7460.72,295560.0,256788.0,38772.0,0.1904,0.1527,-0.0376,0.41,14.809,0.0832,0.0069,14.55
3,2026-03-18 10:43:13 EDT,all,IWM,247.24,167,87934.0,359472.0,4.088,-44312.71,7518848.0,43431542.0,-35912694.0,0.4017,0.3978,-0.0039,2.82,2.005,0.1391,-0.4382,10.23
3,2026-03-18 10:43:13 EDT,all,QQQ,599.11,330,448078.0,603599.0,1.347,-7754.99,52357108.0,166667672.0,-114310564.0,0.327,0.2793,-0.0477,4.44,1.429,-0.0867,-0.1691,6.26
3,2026-03-18 10:43:13 EDT,all,SPXW,6668.33,633,200920.0,411675.0,2.049,-541.86,184451975.0,767301892.0,-582849918.0,0.264,0.2615,-0.0025,43.8,1.998,0.1012,0.3775,2.83
3,2026-03-18 10:43:13 EDT,all,SPY,665.77,407,709891.0,1072173.0,1.51,-22854.8,91914105.0,310012312.0,-218098208.0,0.3712,0.4381,0.0669,4.5,1.297,-0.024,-0.1807,5.82
3,2026-03-18 10:43:13 EDT,all,TLT,87.16,52,6509.0,7182.0,1.103,7085.03,287056.0,259796.0,27260.0,0.1933,0.1528,-0.0405,0.41,9.332,0.0171,0.1552,14.61
4,2026-03-18 10:43:39 EDT,all,IWM,247.28,166,88076.0,359787.0,4.085,-44376.13,7613200.0,43026544.0,-35413344.0,0.4039,0.3962,-0.0076,2.82,2.053,0.1828,-0.3379,10.21
4,2026-03-18 10:43:39 EDT,all,QQQ,599.09,328,443506.0,604865.0,1.364,-7922.52,52379404.0,167429728.0,-115050324.0,0.3237,0.279,-0.0447,4.46,1.367,0.1139,-0.0931,6.23
4,2026-03-18 10:43:39 EDT,all,SPXW,6667.19,615,202338.0,417407.0,2.063,-543.57,188066228.0,768330838.0,-580264610.0,0.2618,0.2591,-0.0027,44.45,2.012,0.0022,-0.1473,2.84
4,2026-03-18 10:43:39 EDT,all,SPY,665.88,404,713464.0,1082546.0,1.517,-22780.32,92174108.0,310401936.0,-218227828.0,0.2977,0.4736,0.176,4.51,1.276,0.0219,-0.0286,5.82
4,2026-03-18 10:43:39 EDT,all,TLT,87.17,53,7929.0,7935.0,1.001,2546.51,269304.0,415930.0,-146626.0,0.1632,0.1652,0.002,0.42,14.576,0.0838,-0.0168,14.19
5,2026-03-18 10:44:04 EDT,all,IWM,247.32,166,88195.0,360017.0,4.082,-44240.73,7709742.0,42367668.0,-34657926.0,0.3967,0.3986,0.0019,2.82,2.02,0.1447,0.0316,10.2
5,2026-03-18 10:44:04 EDT,all,QQQ,599.11,326,452838.0,612051.0,1.352,-7840.94,53089093.0,168799136.0,-115710044.0,0.3092,0.2901,-0.0191,4.47,1.518,-0.0055,-0.0731,6.26
5,2026-03-18 10:44:04 EDT,all,SPXW,6667.21,612,202937.0,419157.0,2.065,-544.53,188445678.0,778332808.0,-589887130.0,0.2608,0.2611,0.0003,44.5,2.043,-0.0074,-0.2206,2.84
5,2026-03-18 10:44:04 EDT,all,SPY,665.83,407,716318.0,1086859.0,1.517,-22860.69,92894832.0,313346125.0,-220451292.0,0.3236,0.4687,0.1451,4.52,1.229,-0.0177,0.3079,5.82
5,2026-03-18 10:44:04 EDT,all,TLT,87.18,53,7935.0,7937.0,1.0,2286.05,272412.0,413632.0,-141220.0,0.1629,0.1669,0.004,0.42,15.097,0.0329,-0.1452,14.15
6,2026-03-18 10:44:31 EDT,all,IWM,247.39,165,88477.0,360292.0,4.072,-44163.98,7905954.0,41802355.0,-33896400.0,0.3992,0.3984,-0.0008,2.83,1.901,0.1319,0.0271,10.19
6,2026-03-18 10:44:31 EDT,all,QQQ,599.32,332,473243.0,612924.0,1.295,-7760.79,55231992.0,165066233.0,-109834242.0,0.2973,0.3034,0.0061,4.44,1.579,-0.062,0.1486,6.29
6,2026-03-18 10:44:31 EDT,all,SPXW,6669.11,614,205954.0,415685.0,2.018,-533.93,196135642.0,744708628.0,-548572985.0,0.2583,0.2575,-0.0008,43.95,1.928,-0.0052,0.0842,2.83
6,2026-03-18 10:44:31 EDT,all,SPY,666.0,397,752475.0,1091215.0,1.45,-22492.41,95860032.0,305506111.0,-209646079.0,0.2629,0.4691,0.2061,4.48,1.342,0.1042,0.0911,5.84
6,2026-03-18 10:44:31 EDT,all,TLT,87.18,54,7945.0,7948.0,1.0,2222.43,271820.0,417021.0,-145200.0,0.1631,0.1713,0.0082,0.42,14.54,0.0932,-0.0443,14.1
7,2026-03-18 10:44:57 EDT,all,IWM,247.59,166,102607.0,360722.0,3.516,-43903.45,8536475.0,39807834.0,-31271358.0,0.3981,0.3963,-0.0017,2.78,2.261,-0.4488,0.8643,10.1
7,2026-03-18 10:44:57 EDT,all,QQQ,599.45,335,475265.0,613586.0,1.291,-7919.93,56936606.0,159465224.0,-102528618.0,0.2906,0.3194,0.0289,4.42,1.614,0.0827,0.0253,6.29
7,2026-03-18 10:44:57 EDT,all,SPXW,6668.55,609,205816.0,416880.0,2.025,-536.67,193891295.0,750832112.0,-556940818.0,0.2597,0.2581,-0.0016,43.75,2.128,0.0834,0.1726,2.83
7,2026-03-18 10:44:57 EDT,all,SPY,666.05,398,756919.0,1094613.0,1.446,-22077.69,96390714.0,302149674.0,-205758960.0,0.2474,0.5027,0.2553,4.45,1.409,0.1198,0.1575,5.85
7,2026-03-18 10:44:57 EDT,all,TLT,87.2,56,8474.0,7939.0,0.937,2348.2,285789.0,405605.0,-119816.0,0.1629,0.1768,0.0138,0.42,14.638,0.1175,-0.0089,14.52
8,2026-03-18 10:45:24 EDT,all,IWM,247.63,167,103048.0,361196.0,3.505,-43898.86,8664489.0,39447663.0,-30783174.0,0.4004,0.3914,-0.009,2.76,2.235,0.0824,0.5682,10.08
8,2026-03-18 10:45:24 EDT,all,QQQ,599.62,329,478575.0,614212.0,1.283,-8031.04,58907235.0,152986537.0,-94079302.0,0.2966,0.3067,0.0101,4.37,1.625,0.1867,-0.2635,6.3
8,2026-03-18 10:45:24 EDT,all,SPXW,6671.55,610,221043.0,409674.0,1.853,-519.17,210086922.0,682702530.0,-472615608.0,0.2619,0.2517,-0.0102,43.05,2.029,0.0605,0.5106,2.82
8,2026-03-18 10:45:24 EDT,all,SPY,666.43,391,762836.0,1082135.0,1.419,-21860.99,101437518.0,284376188.0,-182938670.0,0.2286,0.4868,0.2582,4.38,1.387,0.1064,-0.0873,5.8
8,2026-03-18 10:45:24 EDT,all,TLT,87.2,55,8519.0,7940.0,0.932,2572.04,295718.0,404986.0,-109268.0,0.1748,0.162,-0.0129,0.42,14.094,-0.0405,-0.0587,14.37
9,2026-03-18 10:45:51 EDT,all,IWM,247.61,167,103233.0,361393.0,3.501,-43838.56,8668327.0,39623381.0,-30955054.0,0.4001,0.3949,-0.0052,2.77,2.19,0.0014,0.4224,10.06
9,2026-03-18 10:45:51 EDT,all,QQQ,599.52,327,480134.0,616785.0,1.285,-7532.89,58181312.0,156198739.0,-98017426.0,0.296,0.2936,-0.0024,4.36,1.529,-0.1526,0.1539,6.3
9,2026-03-18 10:45:51 EDT,all,SPXW,6672.08,604,209033.0,412171.0,1.972,-523.16,204196258.0,695238995.0,-491042738.0,0.2532,0.2532,0.0,42.85,2.352,-0.0458,0.2818,2.82
9,2026-03-18 10:45:51 EDT,all,SPY,666.29,386,767263.0,1085261.0,1.414,-21915.07,100887471.0,290001908.0,-189114436.0,0.2304,0.4659,0.2355,4.36,1.371,-0.2244,-0.1109,5.8
9,2026-03-18 10:45:51 EDT,all,TLT,87.2,54,8512.0,7940.0,0.933,2672.52,292988.0,405008.0,-112020.0,0.1671,0.1622,-0.0049,0.42,14.077,0.0394,0.036,14.46
10,2026-03-18 10:46:18 EDT,all,IWM,247.64,166,103699.0,361457.0,3.486,-43899.82,8655068.0,39529878.0,-30874810.0,0.3998,0.396,-0.0038,2.76,2.374,0.1325,0.3599,10.06
10,2026-03-18 10:46:18 EDT,all,QQQ,599.53,327,481182.0,618131.0,1.285,-8000.55,57891556.0,156321478.0,-98429922.0,0.2969,0.3013,0.0043,4.36,1.664,0.0427,-0.3036,6.3
10,2026-03-18 10:46:18 EDT,all,SPXW,6671.8,608,210080.0,411885.0,1.961,-521.11,209338612.0,679690068.0,-470351455.0,0.2602,0.2503,-0.0099,42.8,1.955,-0.0503,-0.0963,2.82
10,2026-03-18 10:46:18 EDT,all,SPY,666.33,383,769644.0,1086708.0,1.412,-21888.63,102117680.0,287200256.0,-185082575.0,0.2308,0.4583,0.2275,4.37,1.333,-0.0642,0.0276,5.8
10,2026-03-18 10:46:18 EDT,all,TLT,87.2,54,8512.0,7941.0,0.933,2635.21,291942.0,405454.0,-113511.0,0.1652,0.1643,-0.0009,0.42,14.087,0.0812,0.0368,14.45
11,2026-03-18 10:46:45 EDT,all,IWM,247.63,164,103814.0,361357.0,3.481,-43796.05,8737690.0,39269090.0,-30531400.0,0.4013,0.3932,-0.008,2.78,2.373,0.2178,0.6082,10.05
11,2026-03-18 10:46:45 EDT,all,QQQ,599.49,325,482563.0,618599.0,1.282,-7661.47,57318466.0,156741322.0,-99422856.0,0.2995,0.2934,-0.0061,4.34,1.632,-0.045,-0.0159,6.3
11,2026-03-18 10:46:45 EDT,all,SPXW,6671.4,606,210646.0,413349.0,1.962,-526.04,205426748.0,695577915.0,-490151168.0,0.2557,0.2517,-0.004,42.7,2.07,-0.0037,0.2164,2.82
11,2026-03-18 10:46:45 EDT,all,SPY,666.26,379,770965.0,1089877.0,1.414,-21913.99,100665108.0,292131238.0,-191466130.0,0.2313,0.4552,0.2239,4.36,1.359,-0.2756,0.1075,5.8
