batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 11:53:43 EDT,all,IWM,247.53,159,138367.0,417376.0,3.016,-44715.82,11681498.0,46232746.0,-34551248.0,0.3943,0.3823,-0.012,2.52,1.992,0.276,-0.7011,9.25
1,2026-03-18 11:53:43 EDT,all,QQQ,600.63,319,736996.0,931159.0,1.263,-7032.8,107357768.0,179737088.0,-72379320.0,0.2785,0.3851,0.1066,3.83,1.428,-0.0706,0.3722,6.62
1,2026-03-18 11:53:43 EDT,all,SPXW,6678.58,571,332893.0,528797.0,1.588,-494.04,338938822.0,723349328.0,-384410505.0,0.2447,0.2461,0.0014,37.8,2.108,0.0378,0.0859,2.68
1,2026-03-18 11:53:43 EDT,all,SPY,666.84,380,1164763.0,1593355.0,1.368,-21748.28,168583516.0,341300198.0,-172716681.0,0.2567,0.4579,0.2013,3.86,1.444,0.0127,-0.0056,6.08
1,2026-03-18 11:53:43 EDT,all,TLT,87.24,52,8540.0,11105.0,1.3,4415.91,329944.0,523974.0,-194030.0,0.1764,0.1586,-0.0179,0.43,8.928,0.0717,0.2779,14.21
2,2026-03-18 11:54:13 EDT,all,IWM,247.56,158,138743.0,417419.0,3.009,-44678.88,11888074.0,45518081.0,-33630006.0,0.3912,0.382,-0.0092,2.49,1.992,-0.1515,-0.1143,9.24
2,2026-03-18 11:54:13 EDT,all,QQQ,600.8,321,744211.0,934442.0,1.256,-6981.11,111478936.0,175602154.0,-64123218.0,0.254,0.3956,0.1416,3.82,1.456,-0.1377,-0.1861,6.63
2,2026-03-18 11:54:13 EDT,all,SPXW,6678.93,567,333173.0,529720.0,1.59,-491.99,339791625.0,724627975.0,-384836350.0,0.2431,0.2454,0.0023,37.8,2.22,0.0259,-0.0281,2.68
2,2026-03-18 11:54:13 EDT,all,SPY,666.99,370,1165157.0,1600636.0,1.374,-21725.81,172751964.0,337342294.0,-164590330.0,0.2247,0.4666,0.242,3.85,1.366,-0.1482,-0.0774,6.08
2,2026-03-18 11:54:13 EDT,all,TLT,87.26,55,13147.0,12382.0,0.942,3514.62,343548.0,711449.0,-367900.0,0.1604,0.1733,0.0129,0.4,19.029,0.0057,0.1856,15.39
3,2026-03-18 11:54:40 EDT,all,IWM,247.66,159,138979.0,418037.0,3.008,-44516.38,12239710.0,44898837.0,-32659126.0,0.394,0.3819,-0.012,2.51,2.049,0.0184,0.1844,9.25
3,2026-03-18 11:54:40 EDT,all,QQQ,600.96,311,746595.0,936402.0,1.254,-7297.52,116905052.0,171038128.0,-54133077.0,0.2845,0.3071,0.0227,3.84,1.469,0.1435,-0.1611,6.64
3,2026-03-18 11:54:40 EDT,all,SPXW,6680.78,567,333925.0,529152.0,1.585,-481.33,359202632.0,684291278.0,-325088645.0,0.2468,0.2432,-0.0036,37.75,2.033,0.012,0.0647,2.68
3,2026-03-18 11:54:40 EDT,all,SPY,667.25,372,1165882.0,1602404.0,1.374,-21534.56,182327292.0,322248010.0,-139920718.0,0.2162,0.5048,0.2886,3.85,1.415,-0.0976,-0.3525,6.08
3,2026-03-18 11:54:40 EDT,all,TLT,87.27,57,13127.0,12429.0,0.947,4169.71,339830.0,704914.0,-365084.0,0.1593,0.184,0.0247,0.4,18.963,0.0592,0.2427,15.42
4,2026-03-18 11:55:07 EDT,all,IWM,247.76,156,139649.0,418766.0,2.999,-44432.13,12598668.0,43245650.0,-30646982.0,0.3837,0.3811,-0.0026,2.45,2.125,0.0366,0.8969,9.24
4,2026-03-18 11:55:07 EDT,all,QQQ,601.08,309,748097.0,940043.0,1.257,-7474.89,120915708.0,169086180.0,-48170472.0,0.2519,0.3393,0.0873,3.87,1.381,-0.139,-0.0594,6.64
4,2026-03-18 11:55:07 EDT,all,SPXW,6682.2,565,334834.0,530209.0,1.583,-474.97,373755980.0,666969935.0,-293213955.0,0.2465,0.2432,-0.0033,37.95,2.153,0.2016,0.1765,2.68
4,2026-03-18 11:55:07 EDT,all,SPY,667.34,373,1169424.0,1604978.0,1.372,-21379.5,187884375.0,316059059.0,-128174684.0,0.2171,0.4875,0.2704,3.88,1.37,-0.1329,-0.2474,6.09
4,2026-03-18 11:55:07 EDT,all,TLT,87.28,60,13155.0,12049.0,0.916,9171.38,345826.0,754488.0,-408662.0,0.1647,0.2002,0.0355,0.39,19.247,0.0674,0.1501,15.44
5,2026-03-18 11:55:33 EDT,all,IWM,247.69,163,140054.0,418815.0,2.99,-44496.48,12419066.0,44232576.0,-31813509.0,0.4003,0.3862,-0.0141,2.46,2.115,0.1632,0.2274,9.23
5,2026-03-18 11:55:33 EDT,all,QQQ,600.94,311,749397.0,941246.0,1.256,-7301.81,117925332.0,173088540.0,-55163208.0,0.2829,0.2975,0.0146,3.86,1.392,0.0515,0.2109,6.64
5,2026-03-18 11:55:33 EDT,all,SPXW,6681.8,568,335408.0,531106.0,1.583,-477.16,370527560.0,678963382.0,-308435822.0,0.2439,0.2442,0.0002,38.0,2.17,0.0857,0.2139,2.68
5,2026-03-18 11:55:33 EDT,all,SPY,667.26,363,1171646.0,1607569.0,1.372,-21516.69,184674932.0,322199116.0,-137524184.0,0.2176,0.4641,0.2465,3.87,1.38,-0.0502,-0.2476,6.09
5,2026-03-18 11:55:33 EDT,all,TLT,87.27,60,13153.0,11811.0,0.898,5063.17,340804.0,560336.0,-219532.0,0.1769,0.2044,0.0275,0.4,19.698,0.0455,-0.0151,15.77
6,2026-03-18 11:55:59 EDT,all,IWM,247.74,156,140109.0,418994.0,2.99,-44437.76,12562058.0,43886237.0,-31324179.0,0.3846,0.3818,-0.0028,2.48,2.131,0.3162,0.3306,9.23
6,2026-03-18 11:55:59 EDT,all,QQQ,601.0,310,750824.0,942182.0,1.255,-7175.76,120149570.0,171933081.0,-51783512.0,0.2727,0.3056,0.0328,3.88,1.352,-0.1279,-0.0999,6.65
6,2026-03-18 11:55:59 EDT,all,SPXW,6682.66,568,336023.0,531930.0,1.583,-475.43,381353040.0,670745555.0,-289392515.0,0.243,0.2445,0.0015,37.85,2.338,0.0434,0.1972,2.68
6,2026-03-18 11:55:59 EDT,all,SPY,667.31,370,1173099.0,1612509.0,1.375,-21447.9,186625008.0,322759632.0,-136134624.0,0.2172,0.4849,0.2678,3.89,1.357,-0.0414,0.1469,6.09
6,2026-03-18 11:55:59 EDT,all,TLT,87.28,60,13255.0,12064.0,0.91,8768.52,347386.0,754118.0,-406732.0,0.1639,0.1986,0.0347,0.39,18.396,0.1308,0.11,15.49
7,2026-03-18 11:56:26 EDT,all,IWM,247.75,158,140313.0,419076.0,2.987,-44419.81,12699948.0,43638152.0,-30938204.0,0.3927,0.3795,-0.0132,2.47,2.044,-0.0268,0.4568,9.22
7,2026-03-18 11:56:26 EDT,all,QQQ,601.12,306,751712.0,946109.0,1.259,-7172.33,122982338.0,169385700.0,-46403362.0,0.2553,0.3175,0.0622,3.87,1.32,0.1164,0.031,6.65
7,2026-03-18 11:56:26 EDT,all,SPXW,6682.74,567,336577.0,531191.0,1.578,-471.12,383112590.0,658658585.0,-275545995.0,0.2466,0.2419,-0.0048,37.75,2.287,0.0746,0.0396,2.68
7,2026-03-18 11:56:26 EDT,all,SPY,667.46,371,1175621.0,1614956.0,1.374,-21227.97,191826844.0,314567004.0,-122740159.0,0.2149,0.4865,0.2716,3.9,1.353,-0.1235,-0.0609,6.09
