batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 09:46:23 EDT,all,IWM,248.28,169,39559.0,103787.0,2.624,-42629.89,4072131.0,14117378.0,-10045246.0,0.3981,0.3977,-0.0004,3.1,2.461,-0.1256,0.3106,8.23
1,2026-03-18 09:46:23 EDT,all,QQQ,602.36,334,144539.0,158100.0,1.094,-5200.87,24229918.0,29519721.0,-5289804.0,0.2607,0.3394,0.0787,4.55,1.844,0.0883,0.0401,6.14
1,2026-03-18 09:46:23 EDT,all,SPXW,6696.84,609,86783.0,161031.0,1.856,-377.23,99411200.0,221231625.0,-121820425.0,0.2481,0.2533,0.0051,45.2,2.881,0.0203,0.2766,3.1
1,2026-03-18 09:46:23 EDT,all,SPY,668.93,382,220061.0,268502.0,1.22,-17654.21,39524328.0,71429164.0,-31904836.0,0.2268,0.4508,0.224,4.54,1.524,0.1349,0.0063,5.79
1,2026-03-18 09:46:23 EDT,all,TLT,87.31,56,4491.0,3233.0,0.72,4310.71,166410.0,104398.0,62011.0,0.1769,0.1715,-0.0055,0.41,14.891,-0.2504,0.0298,11.98
2,2026-03-18 09:46:52 EDT,all,IWM,248.46,168,42346.0,104614.0,2.47,-41875.51,4388928.0,13503995.0,-9115067.0,0.3949,0.3937,-0.0012,3.1,2.301,-0.0702,0.9538,8.14
2,2026-03-18 09:46:52 EDT,all,QQQ,603.08,324,150839.0,163199.0,1.082,-4801.54,29282480.0,26503746.0,2778734.0,0.2616,0.3183,0.0567,4.43,1.866,0.0134,-0.1832,6.13
2,2026-03-18 09:46:52 EDT,all,SPXW,6703.0,603,102827.0,146948.0,1.429,-327.05,120456410.0,189258280.0,-68801870.0,0.2498,0.2458,-0.0039,44.05,2.572,-0.1216,0.2562,3.08
2,2026-03-18 09:46:52 EDT,all,SPY,669.62,400,229723.0,269054.0,1.171,-16583.44,47359934.0,67162136.0,-19802202.0,0.2235,0.4825,0.259,4.45,1.433,0.1292,-0.0543,5.72
2,2026-03-18 09:46:52 EDT,all,TLT,87.3,57,4512.0,3222.0,0.714,8721.3,173753.0,86656.0,87097.0,0.1897,0.1709,-0.0188,0.41,14.868,-0.159,0.0817,12.41
3,2026-03-18 09:47:17 EDT,all,IWM,248.49,168,42746.0,105442.0,2.467,-41766.42,4481158.0,13535072.0,-9053913.0,0.3937,0.3935,-0.0002,3.11,2.333,-0.3658,-0.492,8.08
3,2026-03-18 09:47:17 EDT,all,QQQ,602.87,325,155659.0,166672.0,1.071,-4700.59,29355466.0,28201936.0,1153529.0,0.2817,0.2996,0.0179,4.43,1.616,0.0666,-0.1189,6.09
3,2026-03-18 09:47:17 EDT,all,SPXW,6704.01,594,105104.0,148949.0,1.417,-323.09,123194495.0,193062990.0,-69868495.0,0.2459,0.2489,0.0029,44.2,2.472,0.1108,0.1003,3.06
3,2026-03-18 09:47:17 EDT,all,SPY,669.39,378,239584.0,275628.0,1.15,-16753.76,47339365.0,68325534.0,-20986169.0,0.2328,0.4576,0.2248,4.54,1.446,0.0635,-0.0032,5.74
