batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 12:12:51 EDT,all,IWM,247.7,158,147443.0,425896.0,2.889,-44452.75,12923717.0,46366897.0,-33443180.0,0.3914,0.3837,-0.0078,2.45,2.122,0.0792,0.232,9.15
1,2026-03-18 12:12:51 EDT,all,QQQ,600.55,306,792078.0,993165.0,1.254,-7537.52,113554383.0,193499572.0,-79945188.0,0.2711,0.3014,0.0303,3.75,1.509,-0.0395,-0.0077,6.69
1,2026-03-18 12:12:51 EDT,all,SPXW,6679.18,576,344950.0,556462.0,1.613,-495.48,361641072.0,723998568.0,-362357495.0,0.2442,0.2433,-0.0009,36.45,2.309,-0.0933,0.0265,2.67
1,2026-03-18 12:12:51 EDT,all,SPY,667.02,373,1241026.0,1694266.0,1.365,-21786.36,182148134.0,345161003.0,-163012870.0,0.219,0.4934,0.2744,3.72,1.446,-0.1755,0.348,6.16
1,2026-03-18 12:12:51 EDT,all,TLT,87.21,54,13515.0,17685.0,1.309,9258.09,339152.0,456675.0,-117523.0,0.1844,0.1675,-0.0168,0.41,21.989,-0.0421,0.0228,18.9
2,2026-03-18 12:13:22 EDT,all,IWM,247.84,156,147535.0,426108.0,2.888,-44376.51,13441134.0,44981768.0,-31540633.0,0.3862,0.3848,-0.0014,2.43,2.178,0.0761,0.6711,9.15
2,2026-03-18 12:13:22 EDT,all,QQQ,600.68,303,793658.0,995783.0,1.255,-7556.63,115568480.0,189920780.0,-74352300.0,0.2507,0.3272,0.0765,3.7,1.509,-0.0655,0.0835,6.69
2,2026-03-18 12:13:22 EDT,all,SPXW,6680.02,573,345655.0,556958.0,1.611,-491.44,368446462.0,707286985.0,-338840522.0,0.2428,0.2427,-0.0,36.35,2.383,-0.0712,0.2096,2.67
2,2026-03-18 12:13:22 EDT,all,SPY,667.07,373,1242973.0,1699058.0,1.367,-21804.62,184085610.0,342516712.0,-158431102.0,0.2186,0.4856,0.267,3.7,1.445,-0.1726,-0.2271,6.15
2,2026-03-18 12:13:22 EDT,all,TLT,87.23,56,13483.0,19625.0,1.456,3623.48,338322.0,764358.0,-426037.0,0.1722,0.1788,0.0066,0.42,20.819,-0.2166,0.0082,18.2
3,2026-03-18 12:13:49 EDT,all,IWM,247.95,156,149423.0,427611.0,2.862,-44296.29,13994437.0,43364930.0,-29370493.0,0.3859,0.3807,-0.0052,2.37,2.286,0.0094,1.0659,9.16
3,2026-03-18 12:13:49 EDT,all,QQQ,600.96,333,798159.0,1002858.0,1.256,-7374.7,124348606.0,181651725.0,-57303119.0,0.2526,0.4158,0.1633,3.72,1.57,0.0876,0.3041,6.71
3,2026-03-18 12:13:49 EDT,all,SPXW,6681.02,579,361810.0,545729.0,1.508,-481.08,378954180.0,702095028.0,-323140848.0,0.2433,0.2417,-0.0016,36.35,2.309,0.0458,0.1359,2.66
3,2026-03-18 12:13:49 EDT,all,SPY,667.34,375,1246436.0,1677056.0,1.345,-21482.81,194771190.0,324455672.0,-129684482.0,0.2146,0.4917,0.2771,3.72,1.393,0.0221,-0.2639,6.14
3,2026-03-18 12:13:49 EDT,all,TLT,87.25,55,8822.0,19635.0,2.226,2216.82,330436.0,751244.0,-420808.0,0.1561,0.1842,0.0281,0.42,13.303,-0.2977,0.0522,17.35
