batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 23:04:24 EDT,all,IWM,245.56,165,119642.0,742650.0,6.207,-48681.11,18959850.0,126203793.0,-107243942.0,0.7542,0.4156,-0.3386,2.04,24.225,-0.019,-0.1091,8.99
1,2026-03-18 23:04:24 EDT,all,QQQ,593.42,353,443564.0,767198.0,1.73,-10726.62,69507762.0,281768724.0,-212260962.0,1.0596,0.2581,-0.8016,4.22,20.208,-0.0182,0.0495,7.4
1,2026-03-18 23:04:24 EDT,all,SPXW,6624.7,651,32051.0,111205.0,3.47,-861.03,67316795.0,93757548.0,-26440752.0,0.538,0.2377,-0.3004,1.02,45.269,-0.1917,0.0271,2.7
1,2026-03-18 23:04:24 EDT,all,SPY,660.68,390,858617.0,3872198.0,4.51,-35897.76,101035022.0,1852624137.0,-1751589115.0,0.1985,0.6126,0.4141,0.8,5.124,0.246,-0.2324,6.73
1,2026-03-18 23:04:24 EDT,all,TLT,86.87,50,40771.0,29336.0,0.72,12130.28,762226.0,802500.0,-40274.0,0.4864,0.12,-0.3664,0.36,23.219,-0.2191,0.0163,21.85
2,2026-03-18 23:04:53 EDT,all,IWM,245.56,165,119642.0,742650.0,6.207,-48681.11,18959850.0,126203793.0,-107243942.0,0.7542,0.4156,-0.3386,2.04,24.225,-0.019,-0.1091,8.99
2,2026-03-18 23:04:53 EDT,all,QQQ,593.42,353,443564.0,767198.0,1.73,-10726.62,69507762.0,281768724.0,-212260962.0,1.0596,0.2581,-0.8016,4.22,20.208,-0.0182,0.0495,7.4
2,2026-03-18 23:04:53 EDT,all,SPXW,6624.7,654,32059.0,110586.0,3.449,-860.42,67843615.0,92599340.0,-24755725.0,0.5492,0.2372,-0.312,1.02,45.362,-0.1956,0.0163,2.7
2,2026-03-18 23:04:53 EDT,all,SPY,660.68,390,858617.0,3872198.0,4.51,-35897.76,101035022.0,1852624137.0,-1751589115.0,0.1985,0.6126,0.4141,0.8,5.124,0.246,-0.2324,6.73
2,2026-03-18 23:04:53 EDT,all,TLT,86.87,50,40771.0,29336.0,0.72,12130.28,762226.0,802500.0,-40274.0,0.4864,0.12,-0.3664,0.36,23.219,-0.2191,0.0163,21.85
3,2026-03-18 23:05:19 EDT,all,IWM,245.56,165,119642.0,742650.0,6.207,-48681.11,18959850.0,126203793.0,-107243942.0,0.7542,0.4156,-0.3386,2.04,24.225,-0.019,-0.1091,8.99
3,2026-03-18 23:05:19 EDT,all,QQQ,593.42,353,443564.0,767198.0,1.73,-10726.62,69507762.0,281768724.0,-212260962.0,1.0596,0.2581,-0.8016,4.22,20.208,-0.0182,0.0495,7.4
3,2026-03-18 23:05:19 EDT,all,SPXW,6624.7,655,32062.0,111164.0,3.467,-861.7,67855205.0,92820840.0,-24965635.0,0.5491,0.2377,-0.3114,1.02,45.217,-0.1873,0.0214,2.7
3,2026-03-18 23:05:19 EDT,all,SPY,660.68,390,858617.0,3872198.0,4.51,-35897.76,101035022.0,1852624137.0,-1751589115.0,0.1985,0.6126,0.4141,0.8,5.124,0.246,-0.2324,6.73
3,2026-03-18 23:05:19 EDT,all,TLT,86.87,50,40771.0,29336.0,0.72,12130.28,762226.0,802500.0,-40274.0,0.4864,0.12,-0.3664,0.36,23.219,-0.2191,0.0163,21.85
4,2026-03-18 23:05:45 EDT,all,IWM,245.56,165,119642.0,742650.0,6.207,-48681.11,18959850.0,126203793.0,-107243942.0,0.7542,0.4156,-0.3386,2.04,24.225,-0.019,-0.1091,8.99
4,2026-03-18 23:05:45 EDT,all,QQQ,593.42,353,443564.0,767198.0,1.73,-10726.62,69507762.0,281768724.0,-212260962.0,1.0596,0.2581,-0.8016,4.22,20.208,-0.0182,0.0495,7.4
