batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 17:17:17 EDT,all,IWM,245.82,178,114146.0,841570.0,7.373,-47751.04,9896952.0,320368936.0,-310471984.0,0.3834,0.5728,0.1895,2.04,24.281,-0.0261,-0.1154,9.88
1,2026-03-18 17:17:17 EDT,all,QQQ,594.17,287,441469.0,1561574.0,3.537,-12386.71,61247028.0,565808132.0,-504561104.0,0.5242,0.2847,-0.2395,0.86,37.316,-0.0996,-0.0064,7.26
1,2026-03-18 17:17:17 EDT,all,SPXW,6624.7,703,133142.0,410852.0,3.086,-899.01,149308102.0,1107283465.0,-957975362.0,0.195,0.4508,0.2559,1.02,14.797,-0.0822,-0.4907,3.51
1,2026-03-18 17:17:17 EDT,all,SPY,660.88,422,858447.0,3872356.0,4.511,-33927.79,100770342.0,1853162792.0,-1752392450.0,0.1905,0.7439,0.5534,0.8,5.124,0.246,-0.2325,6.73
1,2026-03-18 17:17:17 EDT,all,TLT,86.96,51,40066.0,46274.0,1.155,987.42,598082.0,2276683.0,-1678602.0,0.1205,0.2363,0.1158,0.11,22.759,-0.2165,-0.0081,20.21
2,2026-03-18 17:17:47 EDT,all,IWM,245.72,168,114681.0,757333.0,6.604,-48209.26,10398444.0,150036556.0,-139638112.0,0.5174,0.5,-0.0174,2.04,24.286,-0.0214,-0.116,8.99
2,2026-03-18 17:17:47 EDT,all,QQQ,594.17,287,441469.0,1561574.0,3.537,-12386.71,61247028.0,565808132.0,-504561104.0,0.5242,0.2847,-0.2395,0.86,37.316,-0.0996,-0.0064,7.26
2,2026-03-18 17:17:47 EDT,all,SPXW,6624.7,703,133142.0,410852.0,3.086,-899.01,149308102.0,1107283465.0,-957975362.0,0.195,0.4508,0.2559,1.02,14.797,-0.0822,-0.4907,3.51
2,2026-03-18 17:17:47 EDT,all,SPY,660.88,422,858447.0,3872356.0,4.511,-33927.79,100770342.0,1853162792.0,-1752392450.0,0.1905,0.7439,0.5534,0.8,5.124,0.246,-0.2325,6.73
2,2026-03-18 17:17:47 EDT,all,TLT,86.96,51,40066.0,46274.0,1.155,987.42,598082.0,2276683.0,-1678602.0,0.1205,0.2363,0.1158,0.11,22.759,-0.2165,-0.0081,20.21
3,2026-03-18 17:18:13 EDT,all,IWM,245.72,168,114681.0,757333.0,6.604,-48209.26,10398444.0,150036556.0,-139638112.0,0.5174,0.5,-0.0174,2.04,24.286,-0.0214,-0.116,8.99
3,2026-03-18 17:18:13 EDT,all,QQQ,594.17,287,441469.0,1561574.0,3.537,-12386.71,61247028.0,565808132.0,-504561104.0,0.5242,0.2847,-0.2395,0.86,37.316,-0.0996,-0.0064,7.26
3,2026-03-18 17:18:13 EDT,all,SPXW,6624.7,703,133142.0,410852.0,3.086,-899.01,149308102.0,1107283465.0,-957975362.0,0.195,0.4508,0.2559,1.02,14.797,-0.0822,-0.4907,3.51
