batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 09:39:49 EDT,all,IWM,248.54,172,27254.0,81523.0,2.991,-41500.3,2809546.0,11454784.0,-8645238.0,0.3899,0.3968,0.007,3.12,2.32,0.1246,0.5093,8.98
1,2026-03-18 09:39:49 EDT,all,QQQ,602.18,337,89960.0,85271.0,0.948,-5499.73,16774723.0,20473001.0,-3698278.0,0.2996,0.2927,-0.007,4.79,1.349,0.0769,0.2448,5.78
1,2026-03-18 09:39:49 EDT,all,SPXW,6700.66,609,65111.0,130494.0,2.004,-352.1,82630798.0,177249015.0,-94618218.0,0.2509,0.2557,0.0048,47.1,2.126,0.1709,-0.1589,3.25
1,2026-03-18 09:39:49 EDT,all,SPY,669.04,379,132895.0,161541.0,1.216,-17425.02,26232948.0,51689458.0,-25456510.0,0.2327,0.4451,0.2124,4.78,1.523,-0.0146,-0.1071,5.93
1,2026-03-18 09:39:49 EDT,all,TLT,87.33,64,4567.0,2430.0,0.532,3054.87,339653.0,149898.0,189756.0,0.1875,0.1929,0.0054,0.41,13.445,-0.2905,0.0799,10.72
2,2026-03-18 09:40:17 EDT,all,IWM,248.41,170,29938.0,82744.0,2.764,-41729.3,2991728.0,11891876.0,-8900149.0,0.3933,0.3969,0.0036,3.18,2.476,0.1571,-0.6331,8.89
2,2026-03-18 09:40:17 EDT,all,QQQ,602.37,329,98450.0,88265.0,0.897,-5130.33,17638288.0,18273454.0,-635167.0,0.2759,0.2999,0.0241,4.75,1.582,-0.062,0.1854,5.93
2,2026-03-18 09:40:17 EDT,all,SPXW,6702.29,611,67028.0,132514.0,1.977,-344.73,84765135.0,177469258.0,-92704122.0,0.2418,0.2586,0.0168,46.7,2.589,-0.0985,0.0112,3.24
2,2026-03-18 09:40:17 EDT,all,SPY,669.06,381,138279.0,167000.0,1.208,-17325.69,27149809.0,52753484.0,-25603674.0,0.2326,0.4509,0.2183,4.75,1.45,-0.0246,-0.2646,5.92
2,2026-03-18 09:40:17 EDT,all,TLT,87.34,58,4100.0,2222.0,0.542,3585.53,169618.0,90792.0,78826.0,0.1759,0.1788,0.0029,0.4,14.373,-0.2026,-0.0006,10.47
3,2026-03-18 09:40:43 EDT,all,IWM,248.44,170,31611.0,83208.0,2.632,-41656.88,3253395.0,11821149.0,-8567754.0,0.3965,0.3962,-0.0003,3.19,2.372,-0.1437,0.6184,8.84
3,2026-03-18 09:40:43 EDT,all,QQQ,602.67,343,103163.0,89727.0,0.87,-4921.51,18873034.0,17919306.0,953728.0,0.267,0.3463,0.0793,4.62,1.702,-0.0463,-0.1221,5.97
3,2026-03-18 09:40:43 EDT,all,SPXW,6701.87,612,68567.0,133750.0,1.951,-347.59,85555925.0,180060718.0,-94504792.0,0.2447,0.2572,0.0124,46.45,2.308,0.0247,-0.022,3.22
3,2026-03-18 09:40:43 EDT,all,SPY,669.16,382,140708.0,169192.0,1.202,-17245.68,27879588.0,52599818.0,-24720230.0,0.2274,0.4653,0.2379,4.72,1.477,-0.2549,-0.0049,5.87
3,2026-03-18 09:40:43 EDT,all,TLT,87.35,62,4369.0,2237.0,0.512,3176.49,179972.0,93588.0,86385.0,0.1757,0.1902,0.0145,0.4,14.142,-0.1387,-0.0544,10.69
4,2026-03-18 09:41:09 EDT,all,IWM,248.55,171,32396.0,83588.0,2.58,-41516.98,3407914.0,11668820.0,-8260906.0,0.3951,0.3938,-0.0013,3.12,2.511,-0.0112,-0.5626,8.7
4,2026-03-18 09:41:09 EDT,all,QQQ,602.69,334,108585.0,94396.0,0.869,-4798.52,20361426.0,18480484.0,1880942.0,0.273,0.325,0.052,4.6,1.504,-0.1851,-0.2875,5.95
4,2026-03-18 09:41:09 EDT,all,SPXW,6704.58,614,71493.0,125270.0,1.752,-328.45,91440288.0,171428890.0,-79988602.0,0.2417,0.2557,0.014,45.2,2.243,-0.1336,0.2755,3.08
4,2026-03-18 09:41:09 EDT,all,SPY,669.49,390,155140.0,176524.0,1.138,-16776.94,31028468.0,51931044.0,-20902576.0,0.2231,0.4654,0.2423,4.65,1.593,-0.164,0.0615,5.88
4,2026-03-18 09:41:09 EDT,all,TLT,87.34,56,4369.0,2338.0,0.535,4606.93,176989.0,90734.0,86254.0,0.186,0.1699,-0.0161,0.4,14.516,-0.1083,0.0151,10.92
