batch_id,ts,dte_group,symbol,spot,n_contracts,call_vol,put_vol,pc_ratio,net_gex,call_premium,put_premium,net_premium,call_iv,put_iv,iv_skew,atm_straddle,avg_spread_pct,bid_ask_imbalance,trade_aggression,avg_trade_size
1,2026-03-18 16:37:38 EDT,all,IWM,245.1,171,112750.0,548147.0,4.862,-50441.77,20857645.0,83467342.0,-62609696.0,1.4321,0.3504,-1.0817,2.11,10.353,-0.1447,-0.1538,10.94
1,2026-03-18 16:37:38 EDT,all,QQQ,593.38,353,443555.0,767203.0,1.73,-10909.36,69445189.0,281778971.0,-212333782.0,1.0948,0.2585,-0.8363,4.22,20.208,-0.0182,0.0495,7.4
1,2026-03-18 16:37:38 EDT,all,SPXW,6624.7,716,131141.0,407211.0,3.105,-890.1,139212172.0,1136059240.0,-996847068.0,0.1901,0.5159,0.3257,1.02,14.424,-0.1145,-0.3114,3.52
1,2026-03-18 16:37:38 EDT,all,SPY,660.02,389,817919.0,1456726.0,1.781,-42611.28,107948714.0,595320068.0,-487371355.0,0.4124,0.3918,-0.0206,0.6,4.494,0.2845,-0.085,7.09
1,2026-03-18 16:37:38 EDT,all,TLT,86.93,46,40454.0,40043.0,0.99,2327.61,676019.0,1275374.0,-599355.0,0.1607,0.1353,-0.0254,0.11,23.796,-0.217,0.0391,20.64
2,2026-03-18 16:38:07 EDT,all,IWM,245.16,170,112713.0,605914.0,5.376,-48034.21,20688968.0,95776240.0,-75087272.0,1.3979,0.3758,-1.0221,2.11,11.048,-0.0615,-0.1834,10.01
2,2026-03-18 16:38:07 EDT,all,QQQ,593.54,351,443410.0,771223.0,1.739,-10391.55,68579506.0,285227889.0,-216648382.0,1.0067,0.2592,-0.7475,3.78,20.2,-0.0192,0.0504,7.37
2,2026-03-18 16:38:07 EDT,all,SPXW,6624.7,716,131154.0,407572.0,3.108,-891.55,140555090.0,1124789878.0,-984234788.0,0.1916,0.5141,0.3225,1.02,14.526,-0.0479,-0.069,3.52
2,2026-03-18 16:38:07 EDT,all,SPY,660.09,378,817591.0,1456726.0,1.782,-38666.05,107243883.0,595320068.0,-488076186.0,0.3489,0.4088,0.0599,0.6,4.495,0.2846,-0.0853,7.09
2,2026-03-18 16:38:07 EDT,all,TLT,86.94,46,40275.0,40887.0,1.015,1149.52,656260.0,1450082.0,-793822.0,0.1404,0.1507,0.0103,0.11,23.598,-0.2159,0.036,20.68
3,2026-03-18 16:38:33 EDT,all,IWM,245.26,167,112464.0,605961.0,5.388,-45588.66,19595020.0,95826953.0,-76231933.0,1.2549,0.3863,-0.8686,2.11,11.049,-0.0615,-0.1838,10.01
3,2026-03-18 16:38:33 EDT,all,QQQ,593.66,347,442928.0,834185.0,1.883,-11212.5,65554062.0,287636404.0,-222082341.0,0.9284,0.2603,-0.6681,0.86,20.242,-0.0605,0.0349,7.41
3,2026-03-18 16:38:33 EDT,all,SPXW,6624.7,717,131216.0,406698.0,3.099,-896.52,143842778.0,1103498058.0,-959655280.0,0.1946,0.5105,0.3158,1.02,14.59,-0.0246,0.2045,3.52
3,2026-03-18 16:38:33 EDT,all,SPY,660.23,348,816476.0,1472149.0,1.803,-34267.47,105287459.0,610989172.0,-505701713.0,0.2421,0.4237,0.1816,0.6,4.497,0.2828,-0.0864,7.08
3,2026-03-18 16:38:33 EDT,all,TLT,86.94,46,40275.0,40887.0,1.015,1149.52,656260.0,1450082.0,-793822.0,0.1404,0.1507,0.0103,0.11,23.598,-0.2159,0.036,20.68
4,2026-03-18 16:38:59 EDT,all,IWM,245.25,167,112464.0,605961.0,5.388,-45659.41,19595020.0,95826953.0,-76231933.0,1.2568,0.3862,-0.8707,2.11,11.049,-0.0615,-0.1838,10.01
4,2026-03-18 16:38:59 EDT,all,QQQ,593.67,346,442928.0,834185.0,1.883,-11205.08,65554062.0,287636404.0,-222082341.0,0.929,0.26,-0.669,0.86,20.242,-0.0605,0.0349,7.41
4,2026-03-18 16:38:59 EDT,all,SPXW,6624.7,718,131242.0,407077.0,3.102,-897.21,144272550.0,1101468022.0,-957195472.0,0.1952,0.5096,0.3144,1.02,14.612,-0.0516,0.2186,3.52
4,2026-03-18 16:38:59 EDT,all,SPY,660.27,345,816192.0,1472149.0,1.804,-33361.76,104854870.0,610989172.0,-506134302.0,0.2252,0.439,0.2138,0.6,4.498,0.2829,-0.0866,7.08
4,2026-03-18 16:38:59 EDT,all,TLT,86.94,46,40275.0,40887.0,1.015,1149.52,656260.0,1450082.0,-793822.0,0.1404,0.1507,0.0103,0.11,23.598,-0.2159,0.036,20.68
5,2026-03-18 16:39:25 EDT,all,IWM,245.28,166,112464.0,605961.0,5.388,-45205.06,19595020.0,95826953.0,-76231933.0,1.1582,0.3887,-0.7695,2.11,11.057,-0.0615,-0.1838,10.01
5,2026-03-18 16:39:25 EDT,all,QQQ,593.62,347,443277.0,771205.0,1.74,-10139.91,67804856.0,285227088.0,-217422232.0,0.9649,0.2608,-0.7041,3.78,20.2,-0.0192,0.0503,7.37
5,2026-03-18 16:39:25 EDT,all,SPXW,6624.7,717,131263.0,407081.0,3.101,-895.99,143378922.0,1106441998.0,-963063075.0,0.1941,0.5104,0.3163,1.02,14.655,-0.0369,0.2041,3.52
5,2026-03-18 16:39:25 EDT,all,SPY,660.25,347,816266.0,1472149.0,1.804,-33792.52,104906455.0,610989172.0,-506082717.0,0.2338,0.4378,0.204,0.6,4.498,0.2829,-0.0866,7.08
5,2026-03-18 16:39:25 EDT,all,TLT,86.94,46,40275.0,40887.0,1.015,1149.52,656260.0,1450082.0,-793822.0,0.1404,0.1507,0.0103,0.11,23.598,-0.2159,0.036,20.68
6,2026-03-18 16:39:51 EDT,all,IWM,245.28,167,112464.0,606147.0,5.39,-45903.07,19595020.0,95952782.0,-76357762.0,1.156,0.3869,-0.7691,2.11,11.062,-0.0616,-0.1838,10.01
6,2026-03-18 16:39:51 EDT,all,QQQ,593.62,347,443273.0,771212.0,1.74,-10107.06,67781038.0,285243430.0,-217462392.0,0.9622,0.2613,-0.7009,3.78,20.2,-0.0192,0.0503,7.37
