epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,1,,0.4848484992980957,0.3746556341648102,0.5,0.260869562625885,-0.03809696435928345,0.3499999940395355
0,1,0.3907737731933594,,,,,,
