epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,3,,0.5,0.07943066954612732,0.5,0.0,0.0,0.5
0,3,0.17758184671401978,,,,,,
