epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,6,,0.40799999237060547,0.5188207626342773,0.5,0.0,-0.026913795620203018,0.3499999940395355
0,6,0.3468272387981415,,,,,,
1,13,,0.4090000092983246,0.5107169151306152,0.5,0.019900497049093246,-0.015307316556572914,0.3499999940395355
1,13,0.34699058532714844,,,,,,
2,20,,0.4074999988079071,0.5090076327323914,0.5,0.03736799210309982,-0.03583570569753647,0.3499999940395355
2,20,0.34738263487815857,,,,,,
