epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,3,,0.5,0.5463728308677673,0.5,0.0,0.0,0.5
0,3,0.3904922604560852,,,,,,
