epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,6,,0.5914999842643738,0.4161090850830078,0.5,0.7433239221572876,0.0,0.5
0,6,0.22414922714233398,,,,,,
1,13,,0.5914999842643738,0.41761189699172974,0.5,0.7433239221572876,0.0,0.5
1,13,0.22026637196540833,,,,,,
2,20,,0.5914999842643738,0.4244685173034668,0.5,0.7433239221572876,0.0,0.5
2,20,0.2205992192029953,,,,,,
