epoch,lr-AdamW,step,train_base_loss,train_deg_penalty,train_loss,train_pred_pos_rate,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr,val_pos_out_of_band,val_pred_pos_rate
0,,4,,,,,0.45509999990463257,0.4513062834739685,0.5,0.3246994614601135,-0.06844057142734528,0.3499999940395355,1.0,0.27489998936653137
0,,4,0.19135084748268127,0.0,0.19135084748268127,0.4921448230743408,,,,,,,,
1,,9,,,,,0.4562999904155731,0.45335620641708374,0.5,0.3720983862876892,-0.0702655240893364,0.3499999940395355,1.0,0.33390000462532043
1,,9,0.18463177978992462,0.0,0.18463177978992462,0.48359641432762146,,,,,,,,
2,,14,,,,,0.4584999978542328,0.45762568712234497,0.5,0.3827652931213379,-0.06659596413373947,0.3499999940395355,1.0,0.34529998898506165
2,,14,0.18488462269306183,0.0,0.18488462269306183,0.49018096923828125,,,,,,,,
3,,19,,,,,0.46320000290870667,0.46116071939468384,0.5,0.40182751417160034,-0.05865219235420227,0.3499999940395355,0.0,0.3653999865055084
3,,19,0.18296243250370026,0.0,0.18296243250370026,0.4893025755882263,,,,,,,,
4,,24,,,,,0.4666000008583069,0.4632880985736847,0.5,0.45493561029434204,-0.060433633625507355,0.3499999940395355,0.0,0.4465999901294708
4,,24,0.18258661031723022,0.0,0.18258661031723022,0.4902951717376709,,,,,,,,
5,,29,,,,,0.5055000185966492,0.46568337082862854,0.5,0.6279436945915222,-0.03367368131875992,0.3499999940395355,1.0,0.7971000075340271
5,,29,0.18346638977527618,0.0,0.18346638977527618,0.49113214015960693,,,,,,,,
6,,34,,,,,0.5008000135421753,0.4712066650390625,0.5,0.5898783802986145,-0.02384720742702484,0.3499999940395355,1.0,0.6851999759674072
6,,34,0.186103954911232,0.0,0.186103954911232,0.4916990101337433,,,,,,,,
7,,39,,,,,0.5015000104904175,0.4782118797302246,0.5,0.5875051617622375,-0.020983068272471428,0.3499999940395355,1.0,0.6765000224113464
7,,39,0.18330441415309906,0.0,0.18330441415309906,0.4878140985965729,,,,,,,,
8,,44,,,,,0.4968000054359436,0.47844353318214417,0.5,0.5592923164367676,-0.021009255200624466,0.3499999940395355,0.0,0.6097999811172485
8,,44,0.18375597894191742,0.0,0.18375597894191742,0.4886796772480011,,,,,,,,
,4.004325905664918e-05,49,,,,,,,,,,,,
,4.004325905664918e-05,49,,,,,,,,,,,,
,4.004325905664918e-05,49,,,,,,,,,,,,
9,,49,,,,,0.4957999885082245,0.47829797863960266,0.5,0.5549082159996033,-0.021793629974126816,0.3499999940395355,0.0,0.6007999777793884
9,,49,0.18113765120506287,0.0,0.18113765120506287,0.4861074388027191,,,,,,,,
10,,54,,,,,0.4968999922275543,0.47856488823890686,0.5,0.5548181533813477,-0.019167881458997726,0.3499999940395355,0.0,0.5981000065803528
10,,54,0.1811804473400116,0.0,0.1811804473400116,0.48448634147644043,,,,,,,,
