epoch,lr-AdamW,step,train_base_loss,train_deg_penalty,train_loss,train_pred_pos_rate,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr,val_pos_out_of_band,val_pred_pos_rate
,1.2604809722844429e-05,49,,,,,,,,,,,,
,1.2604809722844429e-05,49,,,,,,,,,,,,
,1.2604809722844429e-05,49,,,,,,,,,,,,
,1.2604809722844429e-05,49,,,,,,,,,,,,
0,,69,,,,,0.47170543670654297,0.5,0.5,0.0,0.0,0.5,1.0,0.0
0,,69,0.49047937989234924,0.0,0.49047937989234924,0.24473077058792114,,,,,,,,
,1.446353663957944e-05,99,,,,,,,,,,,,
,1.446353663957944e-05,99,,,,,,,,,,,,
,1.446353663957944e-05,99,,,,,,,,,,,,
,1.446353663957944e-05,99,,,,,,,,,,,,
1,,139,,,,,0.528294563293457,0.5,0.5,0.6913517713546753,0.0,0.5,1.0,1.0
1,,139,0.4902268052101135,0.0,0.4902268052101135,0.5335754752159119,,,,,,,,
,1.756017594730058e-05,149,,,,,,,,,,,,
,1.756017594730058e-05,149,,,,,,,,,,,,
,1.756017594730058e-05,149,,,,,,,,,,,,
,1.756017594730058e-05,149,,,,,,,,,,,,
,2.1867643684190217e-05,199,,,,,,,,,,,,
,2.1867643684190217e-05,199,,,,,,,,,,,,
,2.1867643684190217e-05,199,,,,,,,,,,,,
,2.1867643684190217e-05,199,,,,,,,,,,,,
2,,209,,,,,0.47170543670654297,0.4988318979740143,0.5,0.0,0.0,0.5,1.0,0.0
2,,209,0.49027422070503235,0.0,0.49027422070503235,0.5196225643157959,,,,,,,,
,2.7348265687995974e-05,249,,,,,,,,,,,,
,2.7348265687995974e-05,249,,,,,,,,,,,,
,2.7348265687995974e-05,249,,,,,,,,,,,,
,2.7348265687995974e-05,249,,,,,,,,,,,,
3,,279,,,,,0.528294563293457,0.4963228106498718,0.5,0.6913517713546753,0.0,0.5,1.0,1.0
3,,279,0.4901895225048065,0.0,0.4901895225048065,0.41938090324401855,,,,,,,,
,3.3954107103432345e-05,299,,,,,,,,,,,,
,3.3954107103432345e-05,299,,,,,,,,,,,,
,3.3954107103432345e-05,299,,,,,,,,,,,,
,3.3954107103432345e-05,299,,,,,,,,,,,,
,4.162739163210297e-05,349,,,,,,,,,,,,
,4.162739163210297e-05,349,,,,,,,,,,,,
4,,349,,,,,0.5267391204833984,0.503614604473114,0.5031940340995789,0.6723810434341431,0.011511851102113724,0.5,1.0,0.9162522554397583
4,,349,0.49008074402809143,0.0,0.49008074402809143,0.5810335874557495,,,,,,,,
,5.030100685808294e-05,399,,,,,,,,,,,,
,5.030100685808294e-05,399,,,,,,,,,,,,
,5.030100685808294e-05,399,,,,,,,,,,,,
,5.030100685808294e-05,399,,,,,,,,,,,,
5,,419,,,,,0.5197601318359375,0.5023648738861084,0.5063698887825012,0.6224882006645203,0.013680717907845974,0.5,1.0,0.743824303150177
5,,419,0.4892715811729431,0.0,0.4892715811729431,0.5398774743080139,,,,,,,,
,5.989909122945851e-05,449,,,,,,,,,,,,
,5.989909122945851e-05,449,,,,,,,,,,,,
,5.989909122945851e-05,449,,,,,,,,,,,,
,5.989909122945851e-05,449,,,,,,,,,,,,
6,,489,,,,,0.5240989923477173,0.49831682443618774,0.5050755739212036,0.6512904167175293,0.013700872659683228,0.5,1.0,0.836454451084137
6,,489,0.4851386547088623,0.0,0.4851386547088623,0.5004144906997681,,,,,,,,
,7.033769756194266e-05,499,,,,,,,,,,,,
,7.033769756194266e-05,499,,,,,,,,,,,,
,7.033769756194266e-05,499,,,,,,,,,,,,
,7.033769756194266e-05,499,,,,,,,,,,,,
,8.152552726140071e-05,549,,,,,,,,,,,,
,8.152552726140071e-05,549,,,,,,,,,,,,
,8.152552726140071e-05,549,,,,,,,,,,,,
,8.152552726140071e-05,549,,,,,,,,,,,,
7,,559,,,,,0.5273940563201904,0.4986012279987335,0.5022083520889282,0.6817793250083923,0.007596135605126619,0.550000011920929,1.0,0.9568572044372559
7,,559,0.4740608334541321,0.0,0.4740608334541321,0.4960656464099884,,,,,,,,
,9.336472884359756e-05,599,,,,,,,,,,,,
,9.336472884359756e-05,599,,,,,,,,,,,,
,9.336472884359756e-05,599,,,,,,,,,,,,
,9.336472884359756e-05,599,,,,,,,,,,,,
8,,629,,,,,0.5295839309692383,0.505961000919342,0.507431149482727,0.6853137016296387,0.01772485114634037,0.6000000238418579,1.0,0.9665786623954773
