epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,6,,0.5745000243186951,0.48571667075157166,0.5,0.7205254435539246,-0.01754998229444027,0.3499999940395355
0,6,0.43712952733039856,,,,,,
1,13,,0.4560000002384186,0.4990181028842926,0.5085322260856628,0.3250620365142822,0.020435228943824768,0.5
1,13,0.403030127286911,,,,,,
2,20,,0.4090000092983246,0.5018773674964905,0.5,0.029556650668382645,-0.020964138209819794,0.3499999940395355
2,20,0.3656422197818756,,,,,,
