epoch,step,train_base_loss,train_deg_penalty,train_loss,train_pred_pos_rate,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr,val_pos_out_of_band,val_pred_pos_rate
0,6,,,,,0.5920000076293945,0.4524180293083191,0.5006120204925537,0.7435575127601624,0.026913795620203018,0.5,1.0,0.9994999766349792
0,6,0.4431261122226715,0.0,0.4431261122226715,0.5220599174499512,,,,,,,,
1,13,,,,,0.43299999833106995,0.4664059579372406,0.5,0.36506158113479614,-0.06799034029245377,0.3499999940395355,1.0,0.30149999260902405
1,13,0.4049089252948761,0.0,0.4049089252948761,0.5039036870002747,,,,,,,,
2,20,,,,,0.4025000035762787,0.4680624306201935,0.5,0.20492348074913025,-0.09788712114095688,0.3499999940395355,1.0,0.1599999964237213
2,20,0.3596035838127136,0.0,0.3596035838127136,0.4934207797050476,,,,,,,,
