epoch,step,train_loss,val_acc,val_auc,val_bacc_opt,val_f1,val_mcc,val_opt_thr
0,3,,0.5,0.13406795263290405,0.5,0.6666666865348816,0.0,0.5
0,3,0.2193562090396881,,,,,,
